,REPORTER_STATE,BUYER_BUS_ACT,BUYER_STATE,BUYER_COUNTY,DRUG_CODE,CALC_BASE_WT_IN_GM,DOSAGE_UNIT,dos_str,year/month,quantity
39,IL,RETAIL PHARMACY,IN,DELAWARE,9193,0.45405,100.0,7.5,201007,2577.0
43,IL,RETAIL PHARMACY,IN,DELAWARE,9193,0.45405,100.0,7.5,201009,2313.0
44,IL,RETAIL PHARMACY,IN,DELAWARE,9193,0.45405,100.0,7.5,201012,2691.0
45,IL,RETAIL PHARMACY,IN,DELAWARE,9193,0.45405,100.0,7.5,201102,2413.0
46,IL,RETAIL PHARMACY,IN,DELAWARE,9193,1.2108,200.0,10.0,201104,2710.0
48,IL,RETAIL PHARMACY,IN,DELAWARE,9193,0.9081,200.0,7.5,201107,2700.0
49,IL,RETAIL PHARMACY,IN,DELAWARE,9193,0.45405,100.0,7.5,201108,2949.0
50,IL,RETAIL PHARMACY,IN,DELAWARE,9193,0.9081,200.0,7.5,201109,2735.0
52,IL,RETAIL PHARMACY,IN,DELAWARE,9193,0.6054,100.0,10.0,201111,2830.0
53,IL,RETAIL PHARMACY,IN,DELAWARE,9193,0.6054,100.0,10.0,201112,3001.0
54,IL,RETAIL PHARMACY,IN,JASPER,9193,1.5135,500.0,5.0,200606,447.0
55,IL,RETAIL PHARMACY,IN,JASPER,9193,0.45405,100.0,7.5,200608,506.0
56,IL,RETAIL PHARMACY,IN,JASPER,9193,0.6054,100.0,10.0,200610,564.0
64,IL,RETAIL PHARMACY,IN,JASPER,9193,4.5405,1000.0,7.5,200707,588.0
69,IL,RETAIL PHARMACY,IN,JASPER,9193,1.5135,500.0,5.0,200712,597.0
70,IL,RETAIL PHARMACY,IN,JASPER,9143,0.8965,100.0,10.0,200712,166.0
74,IL,RETAIL PHARMACY,IN,JASPER,9193,0.9081,200.0,7.5,200803,630.0
75,IL,RETAIL PHARMACY,IN,JASPER,9193,0.3027,100.0,5.0,200804,609.0
76,IL,RETAIL PHARMACY,IN,JASPER,9143,3.5860000000000003,100.0,40.0,200806,167.0
77,IL,RETAIL PHARMACY,IN,JASPER,9193,0.45405,100.0,7.5,200806,641.0
78,IL,RETAIL PHARMACY,IN,JASPER,9193,0.45405,100.0,7.5,200808,605.0
80,IL,RETAIL PHARMACY,IN,JASPER,9143,0.672375,100.0,7.5,200809,145.0
85,IL,RETAIL PHARMACY,IN,PULASKI,9193,0.15135,100.0,2.5,200607,104.0
86,IL,RETAIL PHARMACY,IN,PULASKI,9143,0.8964,200.0,5.0,200610,51.0
88,IL,RETAIL PHARMACY,IN,PULASKI,9193,0.6054,100.0,10.0,200611,140.0
89,IL,RETAIL PHARMACY,IN,PULASKI,9193,0.6054,100.0,10.0,200612,117.0
90,IL,RETAIL PHARMACY,IN,PULASKI,9143,1.793,200.0,10.0,200704,66.0
91,IL,RETAIL PHARMACY,IN,PULASKI,9193,0.9081,200.0,7.5,200705,140.0
92,IL,RETAIL PHARMACY,IN,PULASKI,9193,2.27025,500.0,7.5,200706,177.0
95,IL,RETAIL PHARMACY,IN,PULASKI,9193,0.6054,100.0,10.0,200707,142.0
97,IL,RETAIL PHARMACY,IN,PULASKI,9193,0.45405,100.0,7.5,200708,165.0
98,IL,RETAIL PHARMACY,IN,PULASKI,9143,0.8965,100.0,10.0,200708,84.0
99,IL,RETAIL PHARMACY,IN,PULASKI,9193,1.2108,200.0,10.0,200710,135.0
100,IL,RETAIL PHARMACY,IN,PULASKI,9193,0.45405,100.0,7.5,200711,158.0
101,IL,RETAIL PHARMACY,IN,PULASKI,9193,0.6054,100.0,10.0,200712,166.0
102,IL,RETAIL PHARMACY,IN,PULASKI,9143,0.8965,200.0,5.0,200712,73.0
103,IL,RETAIL PHARMACY,IN,PULASKI,9193,0.6054,100.0,10.0,200802,194.0
104,IL,RETAIL PHARMACY,IN,PULASKI,9193,3.027,500.0,10.0,200804,173.0
105,IL,RETAIL PHARMACY,IN,PULASKI,9193,0.6054,100.0,10.0,200805,196.0
106,IL,RETAIL PHARMACY,IN,PULASKI,9193,0.6054,100.0,10.0,200807,179.0
108,IL,RETAIL PHARMACY,IN,PULASKI,9193,0.45405,100.0,7.5,200808,175.0
109,IL,RETAIL PHARMACY,IN,PULASKI,9193,0.6054,100.0,10.0,200809,178.0
110,IL,RETAIL PHARMACY,IN,PULASKI,9193,0.45405,100.0,7.5,200810,200.0
112,IL,RETAIL PHARMACY,IN,LAKE,9193,2.27025,500.0,7.5,200606,4226.0
113,IL,RETAIL PHARMACY,IN,JASPER,9143,0.8965,100.0,10.0,200607,162.0
121,IL,RETAIL PHARMACY,IN,JASPER,9193,0.9081,200.0,7.5,200702,465.0
136,IL,RETAIL PHARMACY,IN,JASPER,9193,0.3027,100.0,5.0,200710,637.0
140,IL,RETAIL PHARMACY,IN,JASPER,9143,2.017125,300.0,7.5,200802,154.0
142,IL,RETAIL PHARMACY,IN,JASPER,9143,3.5860000000000003,100.0,40.0,200804,132.0
143,IL,RETAIL PHARMACY,IN,JASPER,9143,1.793,400.0,5.0,200805,163.0
144,IL,RETAIL PHARMACY,IN,JASPER,9193,0.6054,200.0,5.0,200807,624.0
145,IL,RETAIL PHARMACY,IN,JASPER,9143,2.6895,400.0,7.5,200808,147.0
148,IL,RETAIL PHARMACY,IN,MADISON,9193,3.027,500.0,10.0,201206,4044.0
149,IL,RETAIL PHARMACY,IN,MADISON,9143,0.44825,100.0,5.0,201207,1350.0
150,IL,RETAIL PHARMACY,IN,LA PORTE,9193,0.3027,100.0,5.0,201107,2066.0
151,IL,RETAIL PHARMACY,IN,LA PORTE,9193,0.3027,100.0,5.0,201108,2474.0
152,IL,RETAIL PHARMACY,IN,GRANT,9193,3.027,500.0,10.0,200606,873.0
153,IL,RETAIL PHARMACY,IN,GRANT,9193,3.027,500.0,10.0,200607,854.0
154,IL,RETAIL PHARMACY,IN,GRANT,9143,0.4482,100.0,5.0,200608,356.0
155,IL,RETAIL PHARMACY,IN,GRANT,9193,3.027,500.0,10.0,200609,854.0
156,IL,RETAIL PHARMACY,IN,GRANT,9143,3.5860000000000003,100.0,40.0,200610,283.0
157,IL,RETAIL PHARMACY,IN,GRANT,9193,1.2108,200.0,10.0,200611,841.0
158,IL,RETAIL PHARMACY,IN,GRANT,9193,0.136215,30.0,7.5,200612,946.0
159,IL,RETAIL PHARMACY,IN,GRANT,9193,0.136215,30.0,7.5,200702,859.0
160,IL,RETAIL PHARMACY,IN,GRANT,9193,0.136215,30.0,7.5,200705,1076.0
162,IL,RETAIL PHARMACY,IN,GRANT,9143,7.1720000000000015,100.0,80.0,200706,400.0
163,IL,RETAIL PHARMACY,IN,GRANT,9143,1.793,100.0,20.0,200707,375.0
164,IL,RETAIL PHARMACY,IN,GRANT,9193,0.9081,200.0,7.5,200708,1158.0
165,IL,RETAIL PHARMACY,IN,GRANT,9143,7.1720000000000015,100.0,80.0,200708,409.0
168,IL,RETAIL PHARMACY,IN,GRANT,9143,0.433502575,100.0,4.8355,200709,312.0
169,IL,RETAIL PHARMACY,IN,GRANT,9193,6.0539999999999985,1000.0,10.0,200710,1119.0
172,IL,RETAIL PHARMACY,IN,GRANT,9143,1.793,100.0,20.0,200711,403.0
173,IL,RETAIL PHARMACY,IN,GRANT,9193,0.27243,60.0,7.5,200712,1084.0
174,IL,RETAIL PHARMACY,IN,GRANT,9193,3.027,500.0,10.0,200802,1130.0
177,IL,RETAIL PHARMACY,IN,GRANT,9143,0.672375,100.0,7.5,200803,415.0
178,IL,RETAIL PHARMACY,IN,GRANT,9193,0.136215,30.0,7.5,200804,1136.0
179,IL,RETAIL PHARMACY,IN,GRANT,9143,0.44825,100.0,5.0,200805,426.0
180,IL,RETAIL PHARMACY,IN,GRANT,9193,3.027,500.0,10.0,200805,1261.0
182,IL,RETAIL PHARMACY,IN,GRANT,9193,6.0539999999999985,1000.0,10.0,200806,1326.0
183,IL,RETAIL PHARMACY,IN,GRANT,9193,0.45405,100.0,7.5,200807,1302.0
184,IL,RETAIL PHARMACY,IN,GRANT,9193,3.027,500.0,10.0,200810,1405.0
187,IL,RETAIL PHARMACY,IN,GRANT,9193,2.27025,500.0,7.5,200811,1209.0
188,IL,RETAIL PHARMACY,IN,GRANT,9143,3.5860000000000003,100.0,40.0,200812,463.0
189,IL,RETAIL PHARMACY,IN,GRANT,9143,0.8965,100.0,10.0,200901,379.0
190,IL,RETAIL PHARMACY,IN,GRANT,9193,3.027,500.0,10.0,200902,1362.0
192,IL,RETAIL PHARMACY,IN,GRANT,9193,0.136215,30.0,7.5,200904,1304.0
193,IL,RETAIL PHARMACY,IN,GRANT,9193,3.027,500.0,10.0,200906,1416.0
194,IL,RETAIL PHARMACY,IN,GRANT,9193,0.45405,100.0,7.5,200908,1214.0
195,IL,RETAIL PHARMACY,IN,GRANT,9143,1.34475,300.0,5.0,200908,414.0
196,IL,RETAIL PHARMACY,IN,GRANT,9143,2.6895,100.0,30.0,200909,499.0
197,IL,RETAIL PHARMACY,IN,OWEN,9193,0.6054,200.0,5.0,201101,303.0
198,IL,RETAIL PHARMACY,IN,WABASH,9143,0.8965,100.0,10.0,200703,185.0
199,IL,RETAIL PHARMACY,IN,CARROLL,9193,0.45405,100.0,7.5,200610,155.0
201,IL,RETAIL PHARMACY,IN,CARROLL,9143,1.34475,100.0,15.0,200702,37.0
202,IL,RETAIL PHARMACY,IN,CARROLL,9193,0.136215,30.0,7.5,200704,112.0
203,IL,RETAIL PHARMACY,IN,CARROLL,9193,0.136215,30.0,7.5,200707,119.0
204,IL,RETAIL PHARMACY,IN,CARROLL,9193,0.6054,100.0,10.0,200804,100.0
205,IL,RETAIL PHARMACY,IN,CARROLL,9193,0.45405,100.0,7.5,200809,111.0
206,IL,RETAIL PHARMACY,IN,CARROLL,9193,2.27025,500.0,7.5,200904,170.0
207,IL,RETAIL PHARMACY,IN,CARROLL,9193,0.136215,30.0,7.5,200906,103.0
208,IL,RETAIL PHARMACY,IN,CARROLL,9193,3.027,500.0,10.0,200908,137.0
209,IL,RETAIL PHARMACY,IN,CARROLL,9193,0.45405,100.0,7.5,200910,165.0
210,IL,RETAIL PHARMACY,IN,CARROLL,9193,0.45405,100.0,7.5,201003,93.0
212,IL,RETAIL PHARMACY,IN,CARROLL,9193,3.027,500.0,10.0,201004,113.0
213,IL,RETAIL PHARMACY,IN,CARROLL,9193,1.5135,500.0,5.0,201005,114.0
214,IL,RETAIL PHARMACY,IN,CARROLL,9193,0.45405,100.0,7.5,201011,142.0
215,IL,RETAIL PHARMACY,IN,CARROLL,9143,1.793,100.0,20.0,201012,44.0
217,IL,RETAIL PHARMACY,IN,CARROLL,9193,0.6054,100.0,10.0,201101,176.0
218,IL,RETAIL PHARMACY,IN,CASS,9193,3.027,500.0,10.0,200712,316.0
219,IL,RETAIL PHARMACY,IN,CASS,9193,3.027,500.0,10.0,200803,316.0
220,IL,RETAIL PHARMACY,IN,CASS,9143,0.8965,100.0,10.0,200804,136.0
221,IL,RETAIL PHARMACY,IN,CASS,9143,3.5860000000000003,100.0,40.0,200805,128.0
222,IL,RETAIL PHARMACY,IN,CASS,9193,0.3027,100.0,5.0,200808,373.0
223,IL,RETAIL PHARMACY,IN,CASS,9143,3.5860000000000003,100.0,40.0,200809,189.0
224,IL,RETAIL PHARMACY,IN,CASS,9193,1.5135,500.0,5.0,200810,392.0
226,IL,RETAIL PHARMACY,IN,CASS,9143,0.8965,100.0,10.0,200811,104.0
227,IL,RETAIL PHARMACY,IN,CASS,9193,1.5135,500.0,5.0,200812,461.0
228,IL,RETAIL PHARMACY,IN,CASS,9193,0.45405,100.0,7.5,200903,452.0
229,IL,RETAIL PHARMACY,IN,CASS,9143,10.758,300.0,40.0,200905,186.0
230,IL,RETAIL PHARMACY,IN,CASS,9193,3.027,500.0,10.0,200906,399.0
231,IL,RETAIL PHARMACY,IN,CASS,9193,3.027,500.0,10.0,200910,368.0
232,IL,RETAIL PHARMACY,IN,CASS,9193,3.027,500.0,10.0,200911,356.0
233,IL,RETAIL PHARMACY,IN,CASS,9193,0.9081,200.0,7.5,200912,506.0
234,IL,RETAIL PHARMACY,IN,CASS,9143,1.793,200.0,10.0,200912,209.0
235,IL,RETAIL PHARMACY,IN,CASS,9193,1.2108,200.0,10.0,201002,289.0
236,IL,RETAIL PHARMACY,IN,CASS,9143,3.5860000000000003,200.0,20.0,201004,218.0
237,IL,RETAIL PHARMACY,IN,CASS,9143,7.1720000000000015,100.0,80.0,201101,253.0
238,IL,RETAIL PHARMACY,IN,CASS,9193,0.45405,100.0,7.5,201102,406.0
240,IL,RETAIL PHARMACY,IN,CASS,9193,0.45405,100.0,7.5,201103,520.0
241,IL,RETAIL PHARMACY,IN,TIPPECANOE,9193,3.027,500.0,10.0,200610,1347.0
242,IL,RETAIL PHARMACY,IN,TIPPECANOE,9143,0.8965,100.0,10.0,200702,474.0
243,IL,RETAIL PHARMACY,IN,TIPPECANOE,9193,3.027,500.0,10.0,200712,1572.0
244,IL,RETAIL PHARMACY,IN,TIPPECANOE,9143,0.8965,100.0,10.0,200811,754.0
245,IL,RETAIL PHARMACY,IN,TIPPECANOE,9143,3.5860000000000003,100.0,40.0,200902,719.0
246,IL,RETAIL PHARMACY,IN,TIPPECANOE,9143,0.672375,100.0,7.5,200905,850.0
247,IL,RETAIL PHARMACY,IN,TIPPECANOE,9193,3.027,1000.0,5.0,200911,1884.0
248,IL,RETAIL PHARMACY,IN,TIPPECANOE,9193,2.27025,500.0,7.5,200912,2287.0
249,IL,RETAIL PHARMACY,IN,TIPPECANOE,9193,1.36215,300.0,7.5,201007,2335.0
250,IL,RETAIL PHARMACY,IN,TIPPECANOE,9193,12.108,2000.0,10.0,201203,2946.0
251,IL,RETAIL PHARMACY,IN,TIPPECANOE,9143,0.8965,100.0,10.0,201207,1500.0
252,IL,RETAIL PHARMACY,IN,RUSH,9193,2.27025,500.0,7.5,201111,329.0
253,IL,RETAIL PHARMACY,IN,RUSH,9193,3.027,1000.0,5.0,201203,314.0
254,IL,RETAIL PHARMACY,IN,MORGAN,9193,0.6054,200.0,5.0,200712,1301.0
255,IL,RETAIL PHARMACY,IN,MORGAN,9193,1.2108,400.0,5.0,200807,1515.0
256,IL,RETAIL PHARMACY,IN,MORGAN,9193,0.9081,300.0,5.0,200811,1396.0
257,IL,RETAIL PHARMACY,IN,BOONE,9143,0.8964,200.0,5.0,200609,232.0
258,IL,RETAIL PHARMACY,IN,BOONE,9143,1.793,100.0,20.0,200610,226.0
259,IL,RETAIL PHARMACY,IN,BOONE,9193,0.6054,200.0,5.0,200611,480.0
260,IL,RETAIL PHARMACY,IN,BOONE,9143,0.8965,100.0,10.0,200612,290.0
261,IL,RETAIL PHARMACY,IN,BOONE,9193,0.6054,200.0,5.0,200612,460.0
262,IL,RETAIL PHARMACY,IN,BOONE,9143,0.44825,100.0,5.0,200702,243.0
263,IL,RETAIL PHARMACY,IN,BOONE,9193,4.5405,1000.0,7.5,200703,520.0
264,IL,RETAIL PHARMACY,IN,BOONE,9143,0.8965,200.0,5.0,200704,288.0
266,IL,RETAIL PHARMACY,IN,BOONE,9143,1.34475,300.0,5.0,200707,312.0
267,IL,RETAIL PHARMACY,IN,BOONE,9193,3.027,1000.0,5.0,200709,494.0
268,IL,RETAIL PHARMACY,IN,BOONE,9143,0.8965,200.0,5.0,200710,350.0
269,IL,RETAIL PHARMACY,IN,BOONE,9193,0.45405,100.0,7.5,200711,576.0
272,IL,RETAIL PHARMACY,IN,LAKE,9193,0.6054,100.0,10.0,200609,4019.0
274,IL,RETAIL PHARMACY,IN,LAKE,9193,2.27025,500.0,7.5,200610,4542.0
275,IL,RETAIL PHARMACY,IN,LAKE,9193,0.6054,100.0,10.0,200611,4180.0
276,IL,RETAIL PHARMACY,IN,LAKE,9193,0.6054,100.0,10.0,200612,4557.0
278,IL,RETAIL PHARMACY,IN,LAKE,9143,0.8965,200.0,5.0,200703,1231.0
280,IL,RETAIL PHARMACY,IN,LAKE,9143,0.44825,100.0,5.0,200705,1317.0
281,IL,RETAIL PHARMACY,IN,LAKE,9193,0.6054,100.0,10.0,200706,4763.0
282,IL,RETAIL PHARMACY,IN,LAKE,9143,1.34475,200.0,7.5,200706,1220.0
283,IL,RETAIL PHARMACY,IN,LAKE,9193,1.5135,500.0,5.0,200707,4965.0
286,IL,RETAIL PHARMACY,IN,LAKE,9193,1.2108,200.0,10.0,200708,5084.0
287,IL,RETAIL PHARMACY,IN,LAKE,9193,1.5135,500.0,5.0,200709,4337.0
288,IL,RETAIL PHARMACY,IN,LAKE,9193,1.2108,200.0,10.0,200710,5088.0
291,IL,RETAIL PHARMACY,IN,LAKE,9193,0.9081,200.0,7.5,200711,4823.0
292,IL,RETAIL PHARMACY,IN,LAKE,9143,0.44825,100.0,5.0,200712,1259.0
293,IL,RETAIL PHARMACY,IN,LAKE,9193,3.027,500.0,10.0,200804,5252.0
294,IL,RETAIL PHARMACY,IN,LAKE,9193,0.45405,100.0,7.5,200805,5159.0
295,IL,RETAIL PHARMACY,IN,LAKE,9193,0.45405,100.0,7.5,200806,5365.0
296,IL,RETAIL PHARMACY,IN,LAKE,9193,2.27025,500.0,7.5,200810,5581.0
297,IL,RETAIL PHARMACY,IN,PORTER,9193,1.2108,200.0,10.0,200703,1702.0
298,IL,RETAIL PHARMACY,IN,PORTER,9143,0.8965,100.0,10.0,200704,3605.0
299,IL,RETAIL PHARMACY,IN,PORTER,9193,0.45405,100.0,7.5,200708,1754.0
300,IL,RETAIL PHARMACY,IN,PORTER,9193,3.027,500.0,10.0,200709,1498.0
301,IL,RETAIL PHARMACY,IN,PORTER,9193,2.27025,500.0,7.5,200710,1900.0
302,IL,RETAIL PHARMACY,IN,PORTER,9193,2.27025,500.0,7.5,200711,1781.0
303,IL,RETAIL PHARMACY,IN,PORTER,9193,2.27025,500.0,7.5,200805,1953.0
304,IL,RETAIL PHARMACY,IN,PORTER,9193,0.6054,100.0,10.0,200806,2055.0
306,IL,RETAIL PHARMACY,IN,PORTER,9193,0.45405,100.0,7.5,200807,1996.0
307,IL,RETAIL PHARMACY,IN,PORTER,9143,1.793,100.0,20.0,200807,750.0
308,IL,RETAIL PHARMACY,IN,PORTER,9193,0.6054,100.0,10.0,200808,1997.0
309,IL,RETAIL PHARMACY,IN,PORTER,9193,0.3027,100.0,5.0,200809,2886.0
311,IL,RETAIL PHARMACY,IN,FOUNTAIN,9193,4.5405,1500.0,5.0,200702,239.0
312,IL,RETAIL PHARMACY,IN,FOUNTAIN,9193,3.027,500.0,10.0,200711,327.0
313,IL,RETAIL PHARMACY,IN,LA PORTE,9193,0.45405,100.0,7.5,200608,1133.0
317,IL,RETAIL PHARMACY,IN,LA PORTE,9193,0.45405,100.0,7.5,200609,1001.0
318,IL,RETAIL PHARMACY,IN,LA PORTE,9193,0.9081,200.0,7.5,200612,1096.0
319,IL,RETAIL PHARMACY,IN,LA PORTE,9143,3.5860000000000003,200.0,20.0,200612,442.0
320,IL,RETAIL PHARMACY,IN,LA PORTE,9193,1.2108,200.0,10.0,200702,965.0
321,IL,RETAIL PHARMACY,IN,LA PORTE,9143,3.5860000000000003,100.0,40.0,200703,421.0
322,IL,RETAIL PHARMACY,IN,LA PORTE,9193,0.45405,100.0,7.5,200703,1096.0
324,IL,RETAIL PHARMACY,IN,LA PORTE,9193,3.027,500.0,10.0,200705,1211.0
326,IL,RETAIL PHARMACY,IN,LA PORTE,9193,0.3027,100.0,5.0,200706,1071.0
328,IL,RETAIL PHARMACY,IN,LA PORTE,9193,0.9081,200.0,7.5,200802,1151.0
329,IL,RETAIL PHARMACY,IN,LA PORTE,9193,1.5135,500.0,5.0,200804,1286.0
330,IL,RETAIL PHARMACY,IN,LA PORTE,9143,3.5860000000000003,100.0,40.0,200806,499.0
331,IL,RETAIL PHARMACY,IN,LA PORTE,9193,2.27025,500.0,7.5,200808,1243.0
332,IL,RETAIL PHARMACY,IN,LA PORTE,9193,3.027,500.0,10.0,200810,1397.0
334,IL,RETAIL PHARMACY,IN,ALLEN,9193,2.27025,500.0,7.5,200610,1712.0
335,IL,RETAIL PHARMACY,IN,ALLEN,9193,2.27025,500.0,7.5,200612,1717.0
336,IL,RETAIL PHARMACY,IN,ALLEN,9193,2.27025,500.0,7.5,200705,2070.0
337,IL,RETAIL PHARMACY,IN,ALLEN,9193,0.45405,100.0,7.5,200708,2205.0
338,IL,RETAIL PHARMACY,IN,ALLEN,9193,6.0539999999999985,1000.0,10.0,200711,1994.0
339,IL,RETAIL PHARMACY,IN,ALLEN,9193,2.27025,500.0,7.5,200803,2196.0
341,IL,RETAIL PHARMACY,IN,ALLEN,9193,2.27025,500.0,7.5,200810,2518.0
342,IL,RETAIL PHARMACY,IN,ALLEN,9193,2.27025,500.0,7.5,200811,2327.0
343,IL,RETAIL PHARMACY,IN,ALLEN,9193,2.27025,500.0,7.5,200904,2647.0
344,IL,RETAIL PHARMACY,IN,ALLEN,9143,2.6895,300.0,10.0,200906,1514.0
345,IL,RETAIL PHARMACY,IN,ALLEN,9193,3.027,500.0,10.0,200908,3723.0
346,IL,RETAIL PHARMACY,IN,ALLEN,9143,7.1720000000000015,100.0,80.0,200908,1299.0
347,IL,RETAIL PHARMACY,IN,ALLEN,9193,2.27025,500.0,7.5,200910,3938.0
348,IL,RETAIL PHARMACY,IN,ALLEN,9193,2.27025,500.0,7.5,200911,4001.0
349,IL,RETAIL PHARMACY,IN,ALLEN,9143,1.793,200.0,10.0,200911,1575.0
350,IL,RETAIL PHARMACY,IN,ALLEN,9193,1.5135,500.0,5.0,200912,4448.0
351,IL,RETAIL PHARMACY,IN,ALLEN,9193,1.5135,500.0,5.0,201001,3392.0
352,IL,RETAIL PHARMACY,IN,ALLEN,9143,3.5860000000000003,100.0,40.0,201003,1909.0
353,IL,RETAIL PHARMACY,IN,ALLEN,9193,0.9081,200.0,7.5,201003,4527.0
354,IL,RETAIL PHARMACY,IN,LAKE,9193,0.3027,100.0,5.0,200906,5720.0
355,IL,RETAIL PHARMACY,IN,LAKE,9193,0.45405,100.0,7.5,201001,5193.0
356,IL,RETAIL PHARMACY,IN,LAKE,9193,0.45405,100.0,7.5,201002,5628.0
357,IL,RETAIL PHARMACY,IN,LAKE,9193,0.6054,100.0,10.0,201101,7093.0
358,IL,RETAIL PHARMACY,IN,BENTON,9193,0.136215,30.0,7.5,200612,38.0
359,IL,RETAIL PHARMACY,IN,BENTON,9193,3.027,500.0,10.0,200703,23.0
360,IL,RETAIL PHARMACY,IN,BENTON,9193,3.027,500.0,10.0,200704,17.0
361,IL,RETAIL PHARMACY,IN,BENTON,9193,0.136215,30.0,7.5,200706,17.0
362,IL,RETAIL PHARMACY,IN,BENTON,9193,3.027,500.0,10.0,200710,17.0
363,IL,RETAIL PHARMACY,IN,BENTON,9143,3.5860000000000003,100.0,40.0,200710,8.0
364,IL,RETAIL PHARMACY,IN,BENTON,9193,2.27025,500.0,7.5,200802,14.0
365,IL,RETAIL PHARMACY,IN,BENTON,9143,3.5860000000000003,100.0,40.0,200803,14.0
366,IL,RETAIL PHARMACY,IN,BENTON,9193,0.6054,100.0,10.0,200803,17.0
367,IL,RETAIL PHARMACY,IN,BENTON,9193,0.3027,100.0,5.0,200805,22.0
368,IL,RETAIL PHARMACY,IN,BENTON,9143,1.793,200.0,10.0,200806,21.0
370,IL,RETAIL PHARMACY,IN,BENTON,9143,2.6895,300.0,10.0,200807,19.0
371,IL,RETAIL PHARMACY,IN,BENTON,9193,0.136215,30.0,7.5,200809,20.0
373,IL,RETAIL PHARMACY,IN,BENTON,9143,5.379,600.0,10.0,200812,19.0
374,IL,RETAIL PHARMACY,IN,BENTON,9143,3.5860000000000003,200.0,20.0,200901,17.0
375,IL,RETAIL PHARMACY,IN,BENTON,9193,1.5135,500.0,5.0,200902,24.0
376,IL,RETAIL PHARMACY,IN,BENTON,9193,1.5135,500.0,5.0,200904,33.0
377,IL,RETAIL PHARMACY,IN,BENTON,9143,0.8965,100.0,10.0,200905,6.0
378,IL,RETAIL PHARMACY,IN,BENTON,9193,3.027,500.0,10.0,200905,20.0
379,IL,RETAIL PHARMACY,IN,BENTON,9143,0.8965,200.0,5.0,200907,9.0
380,IL,RETAIL PHARMACY,IN,BENTON,9193,0.3027,100.0,5.0,200908,35.0
