,REPORTER_STATE,BUYER_BUS_ACT,BUYER_STATE,BUYER_COUNTY,DRUG_CODE,CALC_BASE_WT_IN_GM,DOSAGE_UNIT,dos_str,year/month,quantity
20,IN,PRACTITIONER,AK,JUNEAU,9193,1.5135,500.0,5.0,200903,139.0
21,IN,PRACTITIONER,AK,FAIRBANKS NORTH STAR,9193,0.6054,100.0,10.0,201003,715.0
22,IN,PRACTITIONER,AK,HAINES,9193,1.8162,300.0,10.0,200602,14.0
23,IN,PRACTITIONER,AK,HAINES,9193,3.027,500.0,10.0,201002,15.0
24,IN,PRACTITIONER-DW/30,AK,PRINCE OF WALES HYDER,9193,1.2108,400.0,5.0,200904,35.0
25,IN,PRACTITIONER-DW/30,AK,PRINCE OF WALES HYDER,9193,0.6054,200.0,5.0,200907,48.0
26,NV,PRACTITIONER,AK,KENAI PENINSULA,9193,6.0539999999999985,1000.0,10.0,200604,324.0
27,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,1.36215,300.0,7.5,200602,511.0
28,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9143,0.8965,100.0,10.0,200603,856.0
29,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,1.2108,200.0,10.0,200608,1021.0
33,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9143,0.8965,100.0,10.0,200609,855.0
34,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,3.027,500.0,10.0,200609,946.0
35,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,0.45405,100.0,7.5,200701,1002.0
36,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,0.6054,200.0,5.0,200702,884.0
37,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9143,1.793,200.0,10.0,200703,879.0
38,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,0.9081,200.0,7.5,200704,1192.0
40,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,0.3027,100.0,5.0,200705,1193.0
42,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,3.027,500.0,10.0,200707,1235.0
43,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9143,2.017125,300.0,7.5,200708,903.0
44,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,6.0539999999999985,1000.0,10.0,200711,1163.0
46,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,0.6054,200.0,5.0,200812,1193.0
48,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,3.027,500.0,10.0,200905,1051.0
50,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,3.027,500.0,10.0,200906,1338.0
51,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9143,5.379,600.0,10.0,200906,1230.0
52,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,0.3027,100.0,5.0,200907,1232.0
53,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,0.3027,100.0,5.0,201003,1241.0
54,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,1.5135,500.0,5.0,201004,1175.0
55,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,3.027,500.0,10.0,201005,1204.0
56,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,3.027,500.0,10.0,201006,1127.0
57,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,0.3027,100.0,5.0,201008,1255.0
58,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,0.45405,100.0,7.5,201010,1076.0
59,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,0.3027,100.0,5.0,201103,1057.0
60,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9143,10.758,1200.0,10.0,201105,1353.0
61,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,1.2108,200.0,10.0,201106,1044.0
63,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,3.027,500.0,10.0,201107,1122.0
64,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,0.3027,100.0,5.0,201110,996.0
65,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9143,1.34475,100.0,15.0,201201,1584.0
66,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,0.6054,200.0,5.0,201205,1193.0
67,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,0.45405,100.0,7.5,201206,1017.0
68,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,2.27025,500.0,7.5,201209,852.0
69,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9143,3.5860000000000003,400.0,10.0,201211,1405.0
70,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,0.3027,100.0,5.0,200608,452.0
71,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,0.3027,100.0,5.0,200610,424.0
73,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9143,0.8965,100.0,10.0,200612,596.0
74,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,0.45405,100.0,7.5,200701,501.0
75,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9143,0.8965,100.0,10.0,200701,683.0
76,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,0.136215,30.0,7.5,200702,419.0
77,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9143,1.793,200.0,10.0,200702,644.0
78,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,0.45405,100.0,7.5,200703,465.0
80,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9143,2.017125,300.0,7.5,200703,707.0
81,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,0.45405,100.0,7.5,200704,490.0
82,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,0.6054,100.0,10.0,200705,496.0
83,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,0.45405,100.0,7.5,200708,475.0
84,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,0.45405,100.0,7.5,200709,434.0
85,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,3.027,500.0,10.0,200710,538.0
87,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,1.5135,500.0,5.0,200711,444.0
88,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,0.6054,100.0,10.0,200812,455.0
89,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,0.6054,100.0,10.0,200901,469.0
90,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9143,0.8965,100.0,10.0,200903,841.0
91,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,1.5135,500.0,5.0,200903,491.0
92,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,1.5135,500.0,5.0,200906,518.0
93,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9143,1.793,400.0,5.0,200908,907.0
95,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,3.027,500.0,10.0,200908,491.0
96,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,0.45405,100.0,7.5,200910,464.0
97,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9143,2.6895,200.0,15.0,200911,833.0
99,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,0.9081,200.0,7.5,200911,456.0
101,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,3.027,500.0,10.0,200912,428.0
103,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,2.27025,500.0,7.5,201001,425.0
106,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9143,10.758,1200.0,10.0,201002,802.0
107,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,0.3027,100.0,5.0,201002,390.0
108,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,0.45405,100.0,7.5,201003,472.0
109,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,3.027,500.0,10.0,201004,472.0
110,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9143,10.758,1200.0,10.0,201004,933.0
112,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9143,21.516,2400.0,10.0,201006,1007.0
113,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,0.3027,100.0,5.0,201006,497.0
114,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,3.027,500.0,10.0,201007,485.0
115,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,9.081,1500.0,10.0,201008,486.0
116,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,0.3027,100.0,5.0,201009,487.0
118,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,6.0539999999999985,1000.0,10.0,201010,455.0
119,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,0.9081,300.0,5.0,201011,448.0
120,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9143,10.758,1200.0,10.0,201012,1025.0
121,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,0.45405,100.0,7.5,201012,483.0
122,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9143,21.516,800.0,30.0,201102,794.0
123,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9143,6.72375,1500.0,5.0,201103,1066.0
125,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9143,5.379,600.0,10.0,201104,925.0
126,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,0.45405,100.0,7.5,201106,533.0
127,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9143,2.6895,600.0,5.0,201106,1071.0
128,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9143,5.379,600.0,10.0,201107,1062.0
130,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,3.027,500.0,10.0,201108,585.0
131,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9143,0.672375,100.0,7.5,201109,896.0
132,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,6.0539999999999985,1000.0,10.0,201109,573.0
133,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,1.5135,500.0,5.0,201110,378.0
134,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9143,3.5860000000000003,400.0,10.0,201110,975.0
136,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,0.3027,100.0,5.0,201111,387.0
138,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,0.3027,100.0,5.0,201112,384.0
139,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,0.3027,100.0,5.0,201202,368.0
140,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,3.027,500.0,10.0,201203,396.0
141,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,0.3027,100.0,5.0,201205,499.0
143,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,0.3027,100.0,5.0,201206,474.0
144,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,9.081,1500.0,10.0,201207,477.0
146,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,0.3027,100.0,5.0,201208,433.0
147,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9143,3.5860000000000003,200.0,20.0,201209,1019.0
149,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9193,0.3027,100.0,5.0,201210,475.0
151,WA,RETAIL PHARMACY,AK,KENAI PENINSULA,9143,3.5860000000000003,800.0,5.0,201212,955.0
152,WA,CHAIN PHARMACY,AK,MATANUSKA SUSITNA,9193,0.45405,100.0,7.5,201204,1024.0
153,WA,CHAIN PHARMACY,AK,MATANUSKA SUSITNA,9143,6.72375,500.0,15.0,201206,1347.0
154,WA,CHAIN PHARMACY,AK,MATANUSKA SUSITNA,9143,1.793,200.0,10.0,201207,1543.0
157,WA,CHAIN PHARMACY,AK,MATANUSKA SUSITNA,9143,2.24125,500.0,5.0,201208,1580.0
162,WA,CHAIN PHARMACY,AK,MATANUSKA SUSITNA,9143,6.72375,500.0,15.0,201209,1407.0
163,WA,CHAIN PHARMACY,AK,MATANUSKA SUSITNA,9193,6.0539999999999985,1000.0,10.0,201211,887.0
166,WA,CHAIN PHARMACY,AK,MATANUSKA SUSITNA,9193,1.5135,500.0,5.0,201212,920.0
167,WA,RETAIL PHARMACY,AK,ANCHORAGE,9193,0.3027,100.0,5.0,201112,2451.0
168,WA,RETAIL PHARMACY,AK,ANCHORAGE,9193,3.027,500.0,10.0,201207,2337.0
169,WA,RETAIL PHARMACY,AK,ANCHORAGE,9193,0.27243,60.0,7.5,200707,2590.0
170,WA,RETAIL PHARMACY,AK,ANCHORAGE,9143,2.6895,200.0,15.0,200708,3118.0
171,WA,RETAIL PHARMACY,AK,ANCHORAGE,9143,3.5860000000000003,100.0,40.0,200710,2854.0
172,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,0.6054,100.0,10.0,200811,1080.0
173,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9143,3.5860000000000003,400.0,10.0,200811,943.0
174,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9143,3.5860000000000003,200.0,20.0,200812,1069.0
175,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,1.2108,400.0,5.0,200902,978.0
176,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,3.027,1000.0,5.0,200903,1126.0
182,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,0.45405,100.0,7.5,200908,1201.0
183,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9143,2.24125,500.0,5.0,200908,1049.0
186,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,0.6054,100.0,10.0,200909,1141.0
187,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9143,6.72375,500.0,15.0,200909,1283.0
188,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,0.6054,200.0,5.0,200910,1183.0
189,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,0.9081,300.0,5.0,200911,1156.0
190,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,4.8432,800.0,10.0,200912,1216.0
191,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9143,3.361875,500.0,7.5,200912,1359.0
192,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,7.2648,1200.0,10.0,201001,1002.0
194,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9143,5.379,200.0,30.0,201002,1079.0
197,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9143,6.72375,1500.0,5.0,201004,1231.0
199,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9143,6.72375,1500.0,5.0,201005,1175.0
201,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9143,10.758,1200.0,10.0,201006,1440.0
204,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,2.4216,400.0,10.0,201007,1140.0
207,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,0.3027,100.0,5.0,201009,1128.0
209,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9143,8.965,1000.0,10.0,201009,1360.0
210,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,0.45405,100.0,7.5,201012,1134.0
211,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,0.9081,300.0,5.0,201102,1041.0
213,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9143,2.24125,500.0,5.0,201104,1296.0
214,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,0.3027,100.0,5.0,201104,1054.0
215,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9143,8.965,1000.0,10.0,201106,1742.0
218,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,0.3027,100.0,5.0,201108,1123.0
219,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,0.6054,100.0,10.0,201111,997.0
221,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,0.3027,100.0,5.0,201112,1102.0
223,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,0.3027,100.0,5.0,201201,1081.0
224,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,0.6054,200.0,5.0,201202,1013.0
225,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9143,2.24125,500.0,5.0,201203,1415.0
226,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9193,2.27025,500.0,7.5,201203,1039.0
232,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9143,6.72375,500.0,15.0,201212,1453.0
233,WA,RETAIL PHARMACY,AK,ANCHORAGE,9143,0.8965,100.0,10.0,200908,3386.0
234,WA,RETAIL PHARMACY,AK,ANCHORAGE,9193,0.3027,100.0,5.0,201002,2319.0
235,WA,RETAIL PHARMACY,AK,ANCHORAGE,9143,2.6895,300.0,10.0,201003,3758.0
236,WA,RETAIL PHARMACY,AK,ANCHORAGE,9143,1.34475,200.0,7.5,201011,3673.0
237,WA,RETAIL PHARMACY,AK,ANCHORAGE,9143,1.793,400.0,5.0,201012,3626.0
239,WA,RETAIL PHARMACY,AK,ANCHORAGE,9143,3.5860000000000003,100.0,40.0,201101,3857.0
240,WA,RETAIL PHARMACY,AK,ANCHORAGE,9193,1.5135,500.0,5.0,201101,2633.0
241,WA,RETAIL PHARMACY,AK,ANCHORAGE,9143,2.24125,500.0,5.0,201102,3718.0
242,WA,RETAIL PHARMACY,AK,ANCHORAGE,9143,1.34475,200.0,7.5,201105,3567.0
243,WA,RETAIL PHARMACY,AK,ANCHORAGE,9143,1.34475,200.0,7.5,201107,3566.0
244,WA,RETAIL PHARMACY,AK,ANCHORAGE,9193,0.45405,100.0,7.5,201107,2524.0
245,WA,RETAIL PHARMACY,AK,ANCHORAGE,9143,0.672375,100.0,7.5,201108,3878.0
246,WA,RETAIL PHARMACY,AK,ANCHORAGE,9143,3.5860000000000003,200.0,20.0,201109,3709.0
250,WA,RETAIL PHARMACY,AK,ANCHORAGE,9143,2.6895,100.0,30.0,201110,3714.0
251,WA,RETAIL PHARMACY,AK,ANCHORAGE,9143,2.6895,300.0,10.0,201112,3983.0
252,WA,RETAIL PHARMACY,AK,ANCHORAGE,9143,2.24125,500.0,5.0,201201,3890.0
253,WA,RETAIL PHARMACY,AK,ANCHORAGE,9143,1.793,100.0,20.0,201203,3947.0
254,WA,RETAIL PHARMACY,AK,ANCHORAGE,9193,0.3027,100.0,5.0,201208,2593.0
255,WA,RETAIL PHARMACY,AK,ANCHORAGE,9143,5.379,200.0,30.0,201210,4041.0
256,WA,RETAIL PHARMACY,AK,ANCHORAGE,9143,0.8965,100.0,10.0,201212,4080.0
258,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9143,6.72375,500.0,15.0,201012,1345.0
260,WA,RETAIL PHARMACY,AK,MATANUSKA SUSITNA,9143,1.34475,200.0,7.5,201107,1394.0
264,WA,CHAIN PHARMACY,AK,ANCHORAGE,9193,0.45405,100.0,7.5,201210,2563.0
269,WA,CHAIN PHARMACY,AK,MATANUSKA SUSITNA,9143,2.6895,600.0,5.0,201102,1249.0
270,WA,CHAIN PHARMACY,AK,MATANUSKA SUSITNA,9193,0.6054,100.0,10.0,201109,1088.0
271,WA,CHAIN PHARMACY,AK,MATANUSKA SUSITNA,9143,0.8965,100.0,10.0,201112,1397.0
273,WA,CHAIN PHARMACY,AK,ANCHORAGE,9143,0.8965,100.0,10.0,201004,3739.0
275,CA,CHAIN PHARMACY,AK,MATANUSKA SUSITNA,9143,14.344,200.0,80.0,200907,1110.0
279,CA,CHAIN PHARMACY,AK,MATANUSKA SUSITNA,9143,1.34475,300.0,5.0,200910,1057.0
281,CA,CHAIN PHARMACY,AK,MATANUSKA SUSITNA,9143,14.344,200.0,80.0,200911,1088.0
287,CA,CHAIN PHARMACY,AK,MATANUSKA SUSITNA,9193,2.27025,500.0,7.5,201002,1108.0
288,CA,CHAIN PHARMACY,AK,MATANUSKA SUSITNA,9143,1.793,200.0,10.0,201003,1300.0
306,CA,CHAIN PHARMACY,AK,MATANUSKA SUSITNA,9143,11.20625,2500.0,5.0,201007,1119.0
311,CA,CHAIN PHARMACY,AK,MATANUSKA SUSITNA,9143,0.672375,100.0,7.5,201010,1336.0
314,CA,CHAIN PHARMACY,AK,MATANUSKA SUSITNA,9143,34.9635,1300.0,30.0,201101,1430.0
327,CA,CHAIN PHARMACY,AK,MATANUSKA SUSITNA,9143,64.548,2400.0,30.0,201108,1609.0
332,CA,CHAIN PHARMACY,AK,MATANUSKA SUSITNA,9143,24.2055,2700.0,10.0,201111,1654.0
339,CA,CHAIN PHARMACY,AK,MATANUSKA SUSITNA,9143,2.017125,300.0,7.5,201204,1559.0
340,CA,CHAIN PHARMACY,AK,MATANUSKA SUSITNA,9143,3.5860000000000003,400.0,10.0,201205,1589.0
347,CA,CHAIN PHARMACY,AK,MATANUSKA SUSITNA,9193,1.5135,500.0,5.0,201207,1022.0
351,CA,CHAIN PHARMACY,AK,MATANUSKA SUSITNA,9143,8.0685,300.0,30.0,201210,1689.0
358,CA,CHAIN PHARMACY,AK,ANCHORAGE,9143,6.72375,1500.0,5.0,200907,3746.0
359,CA,CHAIN PHARMACY,AK,ANCHORAGE,9193,0.45405,100.0,7.5,200909,2402.0
361,CA,CHAIN PHARMACY,AK,ANCHORAGE,9143,3.5860000000000003,100.0,40.0,200912,3982.0
363,CA,CHAIN PHARMACY,AK,ANCHORAGE,9143,3.5860000000000003,200.0,20.0,201005,3562.0
365,CA,CHAIN PHARMACY,AK,ANCHORAGE,9193,3.027,500.0,10.0,201005,2593.0
370,CA,CHAIN PHARMACY,AK,ANCHORAGE,9193,0.45405,100.0,7.5,201012,2580.0
373,CA,CHAIN PHARMACY,AK,ANCHORAGE,9193,0.6054,100.0,10.0,201102,2411.0
375,CA,CHAIN PHARMACY,AK,ANCHORAGE,9193,6.0539999999999985,1000.0,10.0,201103,2800.0
376,CA,CHAIN PHARMACY,AK,ANCHORAGE,9143,0.8965,200.0,5.0,201104,3571.0
379,CA,CHAIN PHARMACY,AK,ANCHORAGE,9143,21.516,300.0,80.0,201106,4043.0
381,CA,CHAIN PHARMACY,AK,ANCHORAGE,9193,0.45405,100.0,7.5,201106,2681.0
384,CA,CHAIN PHARMACY,AK,ANCHORAGE,9193,3.027,500.0,10.0,201108,2777.0
385,CA,CHAIN PHARMACY,AK,ANCHORAGE,9193,2.7243,600.0,7.5,201109,2598.0
386,CA,CHAIN PHARMACY,AK,ANCHORAGE,9193,2.27025,500.0,7.5,201110,2235.0
387,CA,CHAIN PHARMACY,AK,ANCHORAGE,9143,1.34475,200.0,7.5,201111,3955.0
393,CA,CHAIN PHARMACY,AK,ANCHORAGE,9193,2.27025,500.0,7.5,201203,2375.0
394,CA,CHAIN PHARMACY,AK,ANCHORAGE,9143,8.0685,600.0,15.0,201204,3624.0
395,CA,CHAIN PHARMACY,AK,ANCHORAGE,9143,2.6895,600.0,5.0,201205,4274.0
396,CA,CHAIN PHARMACY,AK,ANCHORAGE,9143,3.5860000000000003,200.0,20.0,201207,3980.0
398,CA,CHAIN PHARMACY,AK,ANCHORAGE,9143,0.8965,100.0,10.0,201208,4024.0
399,CA,CHAIN PHARMACY,AK,ANCHORAGE,9193,0.6054,100.0,10.0,201209,2025.0
402,CA,CHAIN PHARMACY,AK,ANCHORAGE,9143,5.379,200.0,30.0,201211,3797.0
404,CA,CHAIN PHARMACY,AK,ANCHORAGE,9193,1.5135,500.0,5.0,201211,2426.0
407,CA,CHAIN PHARMACY,AK,ANCHORAGE,9193,1.5135,500.0,5.0,201212,2395.0
408,CA,CHAIN PHARMACY,AK,ANCHORAGE,9193,4.5405,1000.0,7.5,200907,2775.0
410,CA,CHAIN PHARMACY,AK,ANCHORAGE,9143,3.5860000000000003,100.0,40.0,200910,3295.0
413,CA,CHAIN PHARMACY,AK,ANCHORAGE,9143,1.793,100.0,20.0,200911,3473.0
416,CA,CHAIN PHARMACY,AK,ANCHORAGE,9193,0.45405,100.0,7.5,201004,2577.0
418,CA,CHAIN PHARMACY,AK,ANCHORAGE,9143,1.34475,100.0,15.0,201006,3527.0
419,CA,CHAIN PHARMACY,AK,ANCHORAGE,9193,0.9081,300.0,5.0,201006,2576.0
420,CA,CHAIN PHARMACY,AK,ANCHORAGE,9193,1.5135,500.0,5.0,201007,2659.0
421,CA,CHAIN PHARMACY,AK,ANCHORAGE,9193,0.6054,200.0,5.0,201008,2689.0
425,CA,CHAIN PHARMACY,AK,ANCHORAGE,9193,1.5135,500.0,5.0,201009,2517.0
426,CA,CHAIN PHARMACY,AK,ANCHORAGE,9193,1.2108,400.0,5.0,201011,2726.0
433,CA,CHAIN PHARMACY,AK,ANCHORAGE,9143,2.6895,100.0,30.0,201103,3731.0
439,CA,CHAIN PHARMACY,AK,ANCHORAGE,9193,1.8162,600.0,5.0,201105,2747.0
457,CA,CHAIN PHARMACY,AK,ANCHORAGE,9143,1.34475,200.0,7.5,201209,3619.0
470,CA,CHAIN PHARMACY,AK,ANCHORAGE,9193,3.027,500.0,10.0,201111,2426.0
473,CA,CHAIN PHARMACY,AK,ANCHORAGE,9193,0.3027,100.0,5.0,201206,2282.0
