,REPORTER_STATE,BUYER_BUS_ACT,BUYER_STATE,BUYER_COUNTY,DRUG_CODE,CALC_BASE_WT_IN_GM,DOSAGE_UNIT,dos_str,year/month,quantity
29,IL,RETAIL PHARMACY,AR,WASHINGTON,9143,1.793,200.0,10.0,201210,2873.0
30,IL,RETAIL PHARMACY,AR,WASHINGTON,9193,0.15135,100.0,2.5,201211,2128.0
34,IL,RETAIL PHARMACY,AR,WASHINGTON,9143,1.793,400.0,5.0,201211,2806.0
35,IL,RETAIL PHARMACY,AR,WASHINGTON,9193,1.2108,400.0,5.0,201212,2074.0
36,IL,RETAIL PHARMACY,AR,GREENE,9193,1.8162,400.0,7.5,200601,349.0
38,IL,RETAIL PHARMACY,AR,GREENE,9193,6.0539999999999985,1000.0,10.0,200706,659.0
39,IL,RETAIL PHARMACY,AR,GREENE,9193,3.027,500.0,10.0,200707,755.0
40,IL,RETAIL PHARMACY,AR,GREENE,9193,1.5135,500.0,5.0,200708,764.0
41,IL,RETAIL PHARMACY,AR,GREENE,9193,6.0539999999999985,1000.0,10.0,200801,838.0
42,IL,RETAIL PHARMACY,AR,CARROLL,9193,3.027,500.0,10.0,201011,374.0
43,IL,RETAIL PHARMACY,AR,CARROLL,9193,3.027,500.0,10.0,201012,451.0
44,IL,RETAIL PHARMACY,AR,CARROLL,9193,6.0539999999999985,1000.0,10.0,201105,439.0
45,IL,RETAIL PHARMACY,AR,CARROLL,9143,5.379,400.0,15.0,201110,546.0
47,IL,RETAIL PHARMACY,AR,CARROLL,9143,1.34475,200.0,7.5,201201,699.0
48,IL,RETAIL PHARMACY,AR,CARROLL,9143,1.793,400.0,5.0,201206,560.0
49,IL,RETAIL PHARMACY,AR,CARROLL,9143,7.1720000000000015,800.0,10.0,201212,663.0
50,IL,RETAIL PHARMACY,AR,CARROLL,9193,0.45405,100.0,7.5,201102,380.0
51,IL,RETAIL PHARMACY,AR,CARROLL,9143,0.8965,200.0,5.0,201107,540.0
52,IL,RETAIL PHARMACY,AR,CARROLL,9193,3.027,500.0,10.0,201108,406.0
53,IL,RETAIL PHARMACY,AR,CARROLL,9193,1.5135,500.0,5.0,201109,456.0
55,IL,RETAIL PHARMACY,AR,CARROLL,9193,2.27025,500.0,7.5,201202,362.0
56,IL,RETAIL PHARMACY,AR,CARROLL,9143,0.8965,200.0,5.0,201204,661.0
57,KY,RETAIL PHARMACY,AR,FRANKLIN,9193,0.45405,100.0,7.5,200601,125.0
58,KY,RETAIL PHARMACY,AR,FRANKLIN,9193,1.5135,500.0,5.0,200602,164.0
59,KY,RETAIL PHARMACY,AR,GARLAND,9193,2.4216,400.0,10.0,200602,1271.0
60,KY,RETAIL PHARMACY,AR,STONE,9193,2.27025,500.0,7.5,200602,115.0
61,KY,RETAIL PHARMACY,AR,STONE,9193,3.027,500.0,10.0,200603,141.0
62,KY,RETAIL PHARMACY,AR,POPE,9143,2.6895,300.0,10.0,200603,368.0
63,KY,RETAIL PHARMACY,AR,VAN BUREN,9193,2.27025,500.0,7.5,200601,141.0
64,KY,RETAIL PHARMACY,AR,VAN BUREN,9143,1.34475,300.0,5.0,200602,63.0
65,KY,RETAIL PHARMACY,AR,GREENE,9193,2.27025,500.0,7.5,200903,639.0
66,KY,RETAIL PHARMACY,AR,GREENE,9143,0.8965,100.0,10.0,200908,238.0
67,KY,RETAIL PHARMACY,AR,GREENE,9193,3.027,500.0,10.0,200912,782.0
70,KY,RETAIL PHARMACY,AR,GREENE,9193,3.027,500.0,10.0,201001,813.0
71,KY,RETAIL PHARMACY,AR,GREENE,9143,1.793,200.0,10.0,201001,324.0
73,KY,RETAIL PHARMACY,AR,GREENE,9193,0.3027,100.0,5.0,201004,744.0
75,KY,RETAIL PHARMACY,AR,GREENE,9193,0.6054,100.0,10.0,201005,736.0
76,KY,RETAIL PHARMACY,AR,GREENE,9193,0.45405,100.0,7.5,201011,747.0
77,KY,RETAIL PHARMACY,AR,GREENE,9143,0.8965,200.0,5.0,201012,299.0
78,KY,RETAIL PHARMACY,AR,GREENE,9143,2.6895,600.0,5.0,201107,308.0
79,KY,RETAIL PHARMACY,AR,GREENE,9193,0.6054,100.0,10.0,201109,929.0
80,KY,RETAIL PHARMACY,AR,GREENE,9193,3.027,500.0,10.0,201110,832.0
81,KY,RETAIL PHARMACY,AR,GREENE,9193,3.027,1000.0,5.0,201111,774.0
82,KY,RETAIL PHARMACY,AR,GREENE,9193,6.0539999999999985,1000.0,10.0,201112,804.0
83,KY,RETAIL PHARMACY,AR,GREENE,9193,6.0539999999999985,1000.0,10.0,201201,765.0
84,KY,RETAIL PHARMACY,AR,GREENE,9193,3.027,1000.0,5.0,201204,662.0
85,KY,RETAIL PHARMACY,AR,GREENE,9193,2.27025,500.0,7.5,201209,722.0
86,KY,RETAIL PHARMACY,AR,GREENE,9193,6.0539999999999985,1000.0,10.0,201212,844.0
87,KY,RETAIL PHARMACY,AR,GREENE,9143,2.24125,500.0,5.0,201212,281.0
88,KY,RETAIL PHARMACY,AR,YELL,9193,0.3027,100.0,5.0,200602,225.0
89,KY,RETAIL PHARMACY,AR,CLAY,9193,4.5405,1500.0,5.0,200903,241.0
90,KY,RETAIL PHARMACY,AR,CLAY,9193,0.45405,100.0,7.5,200907,275.0
91,KY,RETAIL PHARMACY,AR,CLAY,9143,2.6895,300.0,10.0,200910,90.0
92,KY,RETAIL PHARMACY,AR,CLAY,9143,0.8965,100.0,10.0,200911,103.0
93,KY,RETAIL PHARMACY,AR,CLAY,9193,1.5135,500.0,5.0,201001,254.0
94,KY,RETAIL PHARMACY,AR,CLAY,9143,0.8965,100.0,10.0,201005,78.0
95,KY,RETAIL PHARMACY,AR,CLAY,9143,0.8965,100.0,10.0,201006,109.0
96,KY,RETAIL PHARMACY,AR,CLAY,9193,0.45405,100.0,7.5,201006,297.0
97,KY,RETAIL PHARMACY,AR,CLAY,9193,0.9081,200.0,7.5,201007,300.0
99,KY,RETAIL PHARMACY,AR,CLAY,9143,1.793,200.0,10.0,201008,83.0
100,KY,RETAIL PHARMACY,AR,CLAY,9193,0.9081,200.0,7.5,201010,291.0
101,KY,RETAIL PHARMACY,AR,CLAY,9193,2.27025,500.0,7.5,201106,363.0
102,KY,RETAIL PHARMACY,AR,CLAY,9193,4.5405,1000.0,7.5,201108,308.0
103,KY,RETAIL PHARMACY,AR,CLAY,9193,2.27025,500.0,7.5,201109,372.0
105,KY,RETAIL PHARMACY,AR,CLAY,9193,4.5405,1000.0,7.5,201111,308.0
107,KY,RETAIL PHARMACY,AR,CLAY,9143,3.13775,700.0,5.0,201112,62.0
108,KY,RETAIL PHARMACY,AR,CLAY,9193,3.027,500.0,10.0,201112,312.0
109,KY,RETAIL PHARMACY,AR,CLAY,9143,4.4825,1000.0,5.0,201201,83.0
110,KY,RETAIL PHARMACY,AR,CLAY,9143,1.793,400.0,5.0,201203,78.0
111,KY,RETAIL PHARMACY,AR,CLAY,9193,2.27025,500.0,7.5,201203,254.0
112,KY,RETAIL PHARMACY,AR,CLAY,9143,1.793,100.0,20.0,201206,80.0
113,KY,RETAIL PHARMACY,AR,CLAY,9193,4.5405,1000.0,7.5,201206,283.0
114,KY,RETAIL PHARMACY,AR,CLAY,9193,2.27025,500.0,7.5,201209,280.0
115,KY,RETAIL PHARMACY,AR,CLAY,9193,4.5405,1000.0,7.5,201210,289.0
116,KY,RETAIL PHARMACY,AR,RANDOLPH,9143,0.8964,100.0,10.0,200602,50.0
117,KY,RETAIL PHARMACY,AR,PHILLIPS,9193,2.27025,500.0,7.5,200907,313.0
118,KY,RETAIL PHARMACY,AR,PHILLIPS,9143,0.433502575,100.0,4.8355,200908,68.0
119,KY,RETAIL PHARMACY,AR,PHILLIPS,9193,22.7025,5000.0,7.5,200909,304.0
120,KY,RETAIL PHARMACY,AR,PHILLIPS,9143,0.80685,200.0,,200911,77.0
121,KY,RETAIL PHARMACY,AR,PHILLIPS,9143,2.6895,300.0,10.0,201004,97.0
122,KY,RETAIL PHARMACY,AR,PHILLIPS,9193,12.108,2000.0,10.0,201006,532.0
123,KY,RETAIL PHARMACY,AR,PHILLIPS,9193,3.027,500.0,10.0,201007,461.0
124,KY,RETAIL PHARMACY,AR,PHILLIPS,9193,54.486,12000.0,7.5,201008,464.0
125,KY,RETAIL PHARMACY,AR,PHILLIPS,9143,7.1720000000000015,800.0,10.0,201008,92.0
126,KY,RETAIL PHARMACY,AR,PHILLIPS,9193,9.081,1500.0,10.0,201011,471.0
129,KY,RETAIL PHARMACY,AR,PHILLIPS,9143,0.80685,200.0,,201104,73.0
130,KY,RETAIL PHARMACY,AR,MARION,9193,0.6054,100.0,10.0,200602,195.0
131,KY,RETAIL PHARMACY,AR,HEMPSTEAD,9193,2.27025,500.0,7.5,200601,298.0
132,KY,RETAIL PHARMACY,AR,HEMPSTEAD,9193,0.6054,100.0,10.0,200602,243.0
133,KY,RETAIL PHARMACY,AR,HEMPSTEAD,9193,0.6054,100.0,10.0,200603,306.0
134,KY,RETAIL PHARMACY,AR,JEFFERSON,9193,1.2108,200.0,10.0,200603,315.0
136,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,1.36215,300.0,7.5,200603,1210.0
137,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.9081,300.0,5.0,200604,1082.0
140,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.3027,100.0,5.0,200605,1282.0
141,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.45405,100.0,7.5,200607,1223.0
142,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.45405,100.0,7.5,200608,1307.0
143,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.9081,200.0,7.5,200611,1254.0
144,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.6054,200.0,5.0,200612,1317.0
146,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,1.2108,200.0,10.0,200701,1482.0
148,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.6054,100.0,10.0,200702,1145.0
149,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.45405,100.0,7.5,200704,1329.0
153,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.6054,100.0,10.0,200705,1443.0
155,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.6054,200.0,5.0,200706,1308.0
157,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.6054,100.0,10.0,200707,1405.0
158,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.6054,100.0,10.0,200708,1541.0
159,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.45405,100.0,7.5,200709,1346.0
161,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.6054,100.0,10.0,200711,1452.0
164,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.6054,100.0,10.0,200801,1518.0
167,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.45405,100.0,7.5,200803,1452.0
168,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.6054,100.0,10.0,200804,1555.0
170,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,1.2108,200.0,10.0,200805,1446.0
171,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.6054,100.0,10.0,200806,1561.0
173,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.6054,100.0,10.0,200807,1662.0
175,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.45405,100.0,7.5,200808,1539.0
177,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9143,1.34475,300.0,5.0,200810,574.0
179,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,1.2108,200.0,10.0,200811,1552.0
182,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,1.2108,200.0,10.0,200812,1855.0
184,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.6054,100.0,10.0,200901,1450.0
187,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.45405,100.0,7.5,200902,1480.0
189,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.6054,100.0,10.0,200903,1944.0
191,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.45405,100.0,7.5,200904,1892.0
193,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.6054,200.0,5.0,200905,1803.0
194,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,2.4216,400.0,10.0,200906,2127.0
195,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.6054,100.0,10.0,200907,1940.0
198,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,1.2108,200.0,10.0,200909,1774.0
201,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,1.2108,200.0,10.0,200910,1615.0
203,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.6054,100.0,10.0,200911,1495.0
204,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,1.2108,200.0,10.0,200912,1672.0
206,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,1.2108,200.0,10.0,201001,1420.0
207,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.3027,100.0,5.0,201002,1571.0
208,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,1.8162,300.0,10.0,201003,1748.0
212,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.6054,100.0,10.0,201004,1774.0
215,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,1.2108,200.0,10.0,201007,1719.0
216,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.45405,100.0,7.5,201009,1730.0
218,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,1.2108,200.0,10.0,201010,1705.0
219,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.9081,200.0,7.5,201011,1703.0
220,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.6054,100.0,10.0,201012,1787.0
221,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.6054,100.0,10.0,201102,1680.0
223,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.45405,100.0,7.5,201103,1877.0
225,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.3027,100.0,5.0,201104,1817.0
226,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,1.8162,300.0,10.0,201106,2070.0
229,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.6054,200.0,5.0,201107,1943.0
230,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.45405,100.0,7.5,201108,1764.0
232,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.3027,100.0,5.0,201110,1571.0
233,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.3027,100.0,5.0,201111,1770.0
235,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.3027,100.0,5.0,201112,1692.0
236,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.45405,100.0,7.5,201201,1726.0
238,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.3027,100.0,5.0,201202,1705.0
239,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.6054,100.0,10.0,201204,1716.0
241,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.9081,200.0,7.5,201206,1653.0
242,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.45405,100.0,7.5,201207,1718.0
245,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.6054,100.0,10.0,201208,1956.0
246,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.6054,100.0,10.0,201210,1838.0
247,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.45405,100.0,7.5,201211,1941.0
251,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9143,1.34475,100.0,15.0,200904,610.0
255,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9143,0.8965,100.0,10.0,200907,629.0
257,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.3027,100.0,5.0,200908,1951.0
260,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9143,1.793,200.0,10.0,200909,897.0
267,KY,RETAIL PHARMACY,AR,SHARP,9143,0.8964,200.0,5.0,200601,166.0
268,KY,RETAIL PHARMACY,AR,SHARP,9143,2.6895,300.0,10.0,200603,187.0
269,KY,RETAIL PHARMACY,AR,FULTON,9143,4.03425,300.0,15.0,200601,210.0
270,KY,RETAIL PHARMACY,AR,FULTON,9193,6.81075,1500.0,7.5,200601,132.0
272,KY,RETAIL PHARMACY,AR,FULTON,9143,1.7928,400.0,5.0,200602,167.0
273,KY,RETAIL PHARMACY,AR,LAWRENCE,9193,0.6054,100.0,10.0,200601,117.0
276,KY,RETAIL PHARMACY,AR,PHILLIPS,9193,0.9081,200.0,7.5,200602,273.0
277,KY,RETAIL PHARMACY,AR,PHILLIPS,9193,0.3027,100.0,5.0,200612,416.0
278,KY,RETAIL PHARMACY,AR,PHILLIPS,9193,0.3027,100.0,5.0,200701,431.0
279,KY,RETAIL PHARMACY,AR,PHILLIPS,9193,0.45405,100.0,7.5,200702,322.0
281,KY,RETAIL PHARMACY,AR,PHILLIPS,9193,1.2108,200.0,10.0,200707,317.0
282,KY,RETAIL PHARMACY,AR,PHILLIPS,9193,6.0539999999999985,1000.0,10.0,200710,307.0
283,KY,RETAIL PHARMACY,AR,PHILLIPS,9193,0.45405,100.0,7.5,200712,315.0
286,KY,RETAIL PHARMACY,AR,PHILLIPS,9193,0.45405,100.0,7.5,200801,347.0
288,KY,RETAIL PHARMACY,AR,PHILLIPS,9143,0.8965,200.0,5.0,200807,63.0
289,KY,RETAIL PHARMACY,AR,PHILLIPS,9193,6.0539999999999985,1000.0,10.0,200807,324.0
290,KY,RETAIL PHARMACY,AR,PHILLIPS,9193,0.6054,100.0,10.0,200811,271.0
291,KY,RETAIL PHARMACY,AR,PHILLIPS,9193,0.6054,100.0,10.0,200812,396.0
292,KY,RETAIL PHARMACY,AR,PHILLIPS,9143,1.34475,300.0,5.0,200901,60.0
297,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9143,3.5860000000000003,100.0,40.0,200906,626.0
301,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9143,2.24125,500.0,5.0,201003,629.0
303,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9143,3.5860000000000003,100.0,40.0,201011,630.0
306,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9143,2.6895,100.0,30.0,201012,640.0
310,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9143,5.379,100.0,60.0,201103,688.0
312,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,3.027,500.0,10.0,201105,1821.0
313,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9143,0.672375,100.0,7.5,201105,680.0
319,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.15135,100.0,2.5,201203,1781.0
320,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9143,0.8965,100.0,10.0,201203,703.0
322,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9143,0.8965,200.0,5.0,201204,619.0
323,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,3.027,500.0,10.0,201205,2005.0
327,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9143,0.44825,100.0,5.0,201206,641.0
330,KY,RETAIL PHARMACY,AR,GREENE,9193,1.5135,500.0,5.0,200904,642.0
331,KY,RETAIL PHARMACY,AR,GREENE,9143,1.793,200.0,10.0,200905,281.0
332,KY,RETAIL PHARMACY,AR,GREENE,9193,3.027,1000.0,5.0,200906,674.0
333,KY,RETAIL PHARMACY,AR,GREENE,9143,2.24125,500.0,5.0,200910,296.0
335,KY,RETAIL PHARMACY,AR,GREENE,9193,0.6054,200.0,5.0,200910,669.0
336,KY,RETAIL PHARMACY,AR,GREENE,9143,5.379,100.0,60.0,201003,349.0
337,KY,RETAIL PHARMACY,AR,GREENE,9193,0.3027,100.0,5.0,201006,705.0
338,KY,RETAIL PHARMACY,AR,GREENE,9193,0.3027,100.0,5.0,201007,770.0
339,KY,RETAIL PHARMACY,AR,GREENE,9143,5.379,600.0,10.0,201009,249.0
340,KY,RETAIL PHARMACY,AR,GREENE,9193,2.27025,500.0,7.5,201104,746.0
341,KY,RETAIL PHARMACY,AR,GREENE,9193,36.324,6000.0,10.0,201107,1064.0
343,KY,RETAIL PHARMACY,AR,GREENE,9143,1.210275,300.0,,201110,341.0
344,KY,RETAIL PHARMACY,AR,GREENE,9143,0.672375,100.0,7.5,201111,290.0
345,KY,RETAIL PHARMACY,AR,GREENE,9143,1.793,100.0,20.0,201203,370.0
346,KY,RETAIL PHARMACY,AR,GREENE,9193,15.135,2500.0,10.0,201206,743.0
347,KY,RETAIL PHARMACY,AR,GREENE,9143,0.8965,100.0,10.0,201209,289.0
350,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,0.15135,100.0,2.5,200601,1076.0
351,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,3.027,500.0,10.0,200609,1238.0
352,KY,RETAIL PHARMACY,AR,CLAY,9193,0.6054,100.0,10.0,200607,139.0
353,KY,RETAIL PHARMACY,AR,CLAY,9193,0.9081,200.0,7.5,200703,154.0
354,KY,RETAIL PHARMACY,AR,CLAY,9193,1.5135,500.0,5.0,200712,201.0
355,KY,RETAIL PHARMACY,AR,INDEPENDENCE,9193,1.5135,500.0,5.0,200601,302.0
356,KY,RETAIL PHARMACY,AR,INDEPENDENCE,9193,1.5135,500.0,5.0,200602,387.0
358,KY,RETAIL PHARMACY,AR,INDEPENDENCE,9193,2.27025,500.0,7.5,200603,470.0
361,KY,RETAIL PHARMACY,AR,FULTON,9143,4.03425,300.0,15.0,200603,263.0
370,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9143,0.672375,100.0,7.5,201010,640.0
371,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9143,0.403425,100.0,,201106,620.0
373,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9143,2.6895,200.0,15.0,201111,618.0
374,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9143,2.6895,200.0,15.0,201201,759.0
376,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9143,4.4825,1000.0,5.0,201205,750.0
377,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9143,1.793,100.0,20.0,201208,668.0
379,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9143,7.1720000000000015,800.0,10.0,201209,728.0
380,KY,RETAIL PHARMACY,AR,CRAIGHEAD,9193,12.108,2000.0,10.0,201212,1841.0
381,KY,RETAIL PHARMACY,AR,PULASKI,9143,0.672375,100.0,7.5,200601,2028.0
382,KY,RETAIL PHARMACY,AR,PULASKI,9193,3.027,500.0,10.0,200601,2614.0
385,KY,RETAIL PHARMACY,AR,PULASKI,9143,0.672375,100.0,7.5,200602,2287.0
386,KY,RETAIL PHARMACY,AR,CROSS,9143,1.34475,200.0,7.5,200903,75.0
387,KY,RETAIL PHARMACY,AR,CROSS,9193,3.027,1000.0,5.0,200906,200.0
388,KY,RETAIL PHARMACY,AR,CROSS,9193,6.81075,1500.0,7.5,200908,150.0
389,KY,RETAIL PHARMACY,AR,CROSS,9143,10.758,400.0,30.0,200909,106.0
390,KY,RETAIL PHARMACY,AR,CROSS,9143,0.44825,100.0,5.0,200910,95.0
392,KY,RETAIL PHARMACY,AR,CROSS,9143,5.379,200.0,30.0,200912,92.0
393,KY,RETAIL PHARMACY,AR,CROSS,9143,0.8965,200.0,5.0,201001,83.0
394,KY,RETAIL PHARMACY,AR,CROSS,9193,18.162,3000.0,10.0,201002,156.0
395,KY,RETAIL PHARMACY,AR,CROSS,9143,5.379,300.0,20.0,201002,83.0
396,KY,RETAIL PHARMACY,AR,CROSS,9143,1.793,200.0,10.0,201003,77.0
397,KY,RETAIL PHARMACY,AR,CROSS,9193,3.027,500.0,10.0,201006,195.0
399,KY,RETAIL PHARMACY,AR,CROSS,9143,3.5860000000000003,200.0,20.0,201008,69.0
400,KY,RETAIL PHARMACY,AR,CROSS,9143,1.793,200.0,10.0,201009,81.0
401,KY,RETAIL PHARMACY,AR,CROSS,9193,0.9081,200.0,7.5,201009,179.0
402,KY,RETAIL PHARMACY,AR,CROSS,9143,10.758,1200.0,10.0,201010,95.0
403,KY,RETAIL PHARMACY,AR,CROSS,9143,1.34475,200.0,7.5,201012,105.0
405,KY,RETAIL PHARMACY,AR,CROSS,9193,9.081,2000.0,7.5,201102,154.0
408,KY,RETAIL PHARMACY,AR,CROSS,9193,0.45405,100.0,7.5,201103,211.0
409,KY,RETAIL PHARMACY,AR,CROSS,9143,2.6895,300.0,10.0,201103,136.0
410,KY,RETAIL PHARMACY,AR,CROSS,9193,1.5135,500.0,5.0,201104,219.0
411,KY,RETAIL PHARMACY,AR,CROSS,9193,0.3027,200.0,2.5,201105,278.0
412,KY,RETAIL PHARMACY,AR,CROSS,9143,5.379,600.0,10.0,201108,161.0
414,KY,RETAIL PHARMACY,AR,CROSS,9193,2.7243,600.0,7.5,201109,271.0
415,KY,RETAIL PHARMACY,AR,CROSS,9193,3.6324,1200.0,5.0,201110,401.0
416,KY,RETAIL PHARMACY,AR,CROSS,9143,4.03425,300.0,15.0,201112,110.0
417,KY,RETAIL PHARMACY,AR,CROSS,9143,21.516,800.0,30.0,201202,74.0
418,KY,RETAIL PHARMACY,AR,CROSS,9193,1.5135,500.0,5.0,201202,265.0
419,KY,RETAIL PHARMACY,AR,CROSS,9193,1.5135,500.0,5.0,201204,172.0
420,KY,RETAIL PHARMACY,AR,CROSS,9143,1.793,100.0,20.0,201207,102.0
