,REPORTER_STATE,BUYER_BUS_ACT,BUYER_STATE,BUYER_COUNTY,DRUG_CODE,CALC_BASE_WT_IN_GM,DOSAGE_UNIT,dos_str,year/month,quantity
48,CO,CHAIN PHARMACY,CO,ARAPAHOE,9193,1.5135,500.0,5.0,200911,3134.0
50,CO,CHAIN PHARMACY,CO,ARAPAHOE,9143,2.24125,500.0,5.0,200911,5401.0
51,CO,CHAIN PHARMACY,CO,ARAPAHOE,9193,1.2108,200.0,10.0,200912,3268.0
52,CO,CHAIN PHARMACY,CO,ARAPAHOE,9143,2.6895,600.0,5.0,200912,5696.0
54,CO,CHAIN PHARMACY,CO,JEFFERSON,9143,3.5860000000000003,400.0,10.0,200605,5434.0
55,CO,CHAIN PHARMACY,CO,JEFFERSON,9143,0.672375,100.0,7.5,200610,5995.0
56,CO,CHAIN PHARMACY,CO,JEFFERSON,9143,7.1720000000000015,200.0,40.0,200612,5674.0
57,CO,CHAIN PHARMACY,CO,JEFFERSON,9143,4.4825,1000.0,5.0,200708,6503.0
58,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,1.5135,500.0,5.0,200804,3422.0
59,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,0.45405,100.0,7.5,200810,3743.0
61,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,0.6054,100.0,10.0,200811,3209.0
62,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,0.45405,100.0,7.5,200901,3410.0
63,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,0.6054,100.0,10.0,200902,3811.0
64,CO,CHAIN PHARMACY,CO,JEFFERSON,9143,1.793,200.0,10.0,200904,7619.0
65,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,1.5135,500.0,5.0,200905,3750.0
66,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,1.5135,500.0,5.0,200906,3874.0
67,CO,CHAIN PHARMACY,CO,JEFFERSON,9143,1.793,100.0,20.0,200907,7868.0
68,CO,CHAIN PHARMACY,CO,JEFFERSON,9143,5.379,1200.0,5.0,200908,7119.0
70,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,1.5135,500.0,5.0,200910,4227.0
71,CO,CHAIN PHARMACY,CO,JEFFERSON,9143,1.793,100.0,20.0,200910,7629.0
72,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,0.45405,100.0,7.5,200911,5960.0
73,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,0.3027,100.0,5.0,201001,4882.0
75,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,0.45405,100.0,7.5,201002,4404.0
76,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,0.6054,100.0,10.0,201005,4133.0
77,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,0.6054,200.0,5.0,201009,4750.0
78,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,0.45405,100.0,7.5,201011,5208.0
79,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,0.6054,100.0,10.0,201012,6712.0
80,CO,CHAIN PHARMACY,CO,JEFFERSON,9143,2.6895,600.0,5.0,201101,9156.0
81,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,1.8162,400.0,7.5,201102,5084.0
82,CO,CHAIN PHARMACY,CO,JEFFERSON,9143,0.672375,100.0,7.5,201103,10667.0
83,CO,CHAIN PHARMACY,CO,JEFFERSON,9143,2.6895,600.0,5.0,201104,8968.0
85,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,0.9081,200.0,7.5,201107,6361.0
86,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,0.3027,100.0,5.0,201109,6358.0
88,CO,CHAIN PHARMACY,CO,JEFFERSON,9143,3.5860000000000003,100.0,40.0,201111,15023.0
89,CO,CHAIN PHARMACY,CO,JEFFERSON,9143,10.758,400.0,30.0,201112,7045.0
90,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,1.5135,500.0,5.0,201112,6224.0
92,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,0.9081,200.0,7.5,201202,6460.0
94,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,0.9081,200.0,7.5,201203,6096.0
95,CO,CHAIN PHARMACY,CO,JEFFERSON,9143,5.379,600.0,10.0,201203,10372.0
96,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,1.8162,300.0,10.0,201204,6588.0
97,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,3.027,500.0,10.0,201207,5553.0
98,CO,CHAIN PHARMACY,CO,JEFFERSON,9143,2.6895,600.0,5.0,201207,10291.0
102,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,0.6054,100.0,10.0,201208,5382.0
103,CO,CHAIN PHARMACY,CO,JEFFERSON,9143,1.793,100.0,20.0,201212,10200.0
104,CO,CHAIN PHARMACY,CO,ADAMS,9143,4.4825,1000.0,5.0,200610,2650.0
105,CO,CHAIN PHARMACY,CO,ADAMS,9143,2.6895,300.0,10.0,200612,2610.0
106,CO,CHAIN PHARMACY,CO,ADAMS,9143,3.5860000000000003,100.0,40.0,200608,2727.0
108,CO,CHAIN PHARMACY,CO,DOUGLAS,9193,0.6054,100.0,10.0,200603,861.0
109,CO,CHAIN PHARMACY,CO,DOUGLAS,9193,0.6054,100.0,10.0,200606,962.0
110,CO,CHAIN PHARMACY,CO,JEFFERSON,9143,0.8965,100.0,10.0,200604,4976.0
111,CO,CHAIN PHARMACY,CO,JEFFERSON,9143,2.6895,600.0,5.0,200611,5882.0
112,CO,CHAIN PHARMACY,CO,JEFFERSON,9143,1.793,400.0,5.0,200702,6242.0
113,CO,CHAIN PHARMACY,CO,JEFFERSON,9143,7.1720000000000015,200.0,40.0,200704,6015.0
114,CO,CHAIN PHARMACY,CO,JEFFERSON,9143,14.344,200.0,80.0,200710,7337.0
115,CO,CHAIN PHARMACY,CO,JEFFERSON,9143,7.1720000000000015,200.0,40.0,200712,6918.0
116,CO,CHAIN PHARMACY,CO,JEFFERSON,9143,2.6895,600.0,5.0,200801,7258.0
117,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,1.5135,500.0,5.0,200802,3390.0
118,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,2.27025,500.0,7.5,200805,3645.0
119,CO,CHAIN PHARMACY,CO,JEFFERSON,9143,3.5860000000000003,800.0,5.0,200806,6991.0
120,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,1.2108,200.0,10.0,200806,3596.0
122,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,0.45405,100.0,7.5,200809,3445.0
123,CO,CHAIN PHARMACY,CO,JEFFERSON,9143,0.8965,100.0,10.0,200810,7519.0
124,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,1.5135,500.0,5.0,200812,4098.0
127,CO,CHAIN PHARMACY,CO,JEFFERSON,9143,5.379,400.0,15.0,200903,6983.0
128,CO,CHAIN PHARMACY,CO,JEFFERSON,9193,0.6054,100.0,10.0,200904,4195.0
129,CO,CHAIN PHARMACY,CO,JEFFERSON,9143,3.5860000000000003,100.0,40.0,200906,7698.0
132,CO,CHAIN PHARMACY,CO,EL PASO,9143,0.8965,100.0,10.0,200602,3073.0
133,CO,CHAIN PHARMACY,CO,EL PASO,9143,0.672375,100.0,7.5,200608,3948.0
136,CO,CHAIN PHARMACY,CO,EL PASO,9143,1.34475,200.0,7.5,200609,3577.0
137,CO,CHAIN PHARMACY,CO,EL PASO,9143,2.6895,600.0,5.0,200610,3708.0
138,CO,CHAIN PHARMACY,CO,EL PASO,9143,4.4825,1000.0,5.0,200611,3816.0
139,CO,CHAIN PHARMACY,CO,EL PASO,9143,14.344,200.0,80.0,200701,4046.0
140,CO,CHAIN PHARMACY,CO,EL PASO,9143,14.344,200.0,80.0,200704,3649.0
141,CO,CHAIN PHARMACY,CO,EL PASO,9143,3.5860000000000003,100.0,40.0,200712,4394.0
142,CO,CHAIN PHARMACY,CO,EL PASO,9143,8.0685,300.0,30.0,200801,4845.0
143,CO,CHAIN PHARMACY,CO,EL PASO,9143,2.6895,100.0,30.0,200803,4497.0
144,CO,CHAIN PHARMACY,CO,EL PASO,9193,1.5135,500.0,5.0,200804,3714.0
145,CO,CHAIN PHARMACY,CO,EL PASO,9143,0.672375,100.0,7.5,200804,4521.0
147,CO,CHAIN PHARMACY,CO,EL PASO,9143,7.1720000000000015,100.0,80.0,200805,4871.0
148,CO,CHAIN PHARMACY,CO,EL PASO,9193,0.6054,100.0,10.0,200806,3675.0
152,CO,CHAIN PHARMACY,CO,EL PASO,9143,5.379,600.0,10.0,200807,5192.0
153,CO,CHAIN PHARMACY,CO,EL PASO,9193,0.3027,100.0,5.0,200808,3772.0
155,CO,CHAIN PHARMACY,CO,EL PASO,9143,1.793,100.0,20.0,200809,5261.0
157,CO,CHAIN PHARMACY,CO,EL PASO,9143,5.379,300.0,20.0,200810,5635.0
159,CO,CHAIN PHARMACY,CO,EL PASO,9143,1.793,200.0,10.0,200811,4700.0
160,CO,CHAIN PHARMACY,CO,EL PASO,9143,10.758,400.0,30.0,200812,5486.0
161,CO,CHAIN PHARMACY,CO,EL PASO,9193,1.8162,300.0,10.0,200812,3897.0
162,CO,CHAIN PHARMACY,CO,EL PASO,9193,0.6054,100.0,10.0,200901,3727.0
163,CO,CHAIN PHARMACY,CO,EL PASO,9193,0.3027,100.0,5.0,200902,3813.0
164,CO,CHAIN PHARMACY,CO,EL PASO,9143,7.1720000000000015,100.0,80.0,200902,4445.0
166,CO,CHAIN PHARMACY,CO,EL PASO,9143,1.793,100.0,20.0,200903,5153.0
168,CO,CHAIN PHARMACY,CO,EL PASO,9193,1.5135,500.0,5.0,200903,3885.0
170,CO,CHAIN PHARMACY,CO,EL PASO,9193,1.2108,200.0,10.0,200904,4234.0
171,CO,CHAIN PHARMACY,CO,EL PASO,9143,0.8965,100.0,10.0,200904,5430.0
173,CO,CHAIN PHARMACY,CO,EL PASO,9143,14.344,200.0,80.0,200905,5503.0
174,CO,CHAIN PHARMACY,CO,EL PASO,9193,1.2108,200.0,10.0,200905,4018.0
175,CO,CHAIN PHARMACY,CO,EL PASO,9193,3.6324,600.0,10.0,200907,4398.0
176,CO,CHAIN PHARMACY,CO,EL PASO,9143,3.5860000000000003,100.0,40.0,200907,5772.0
177,CO,CHAIN PHARMACY,CO,EL PASO,9193,1.5135,500.0,5.0,200908,3840.0
180,CO,CHAIN PHARMACY,CO,EL PASO,9193,0.45405,100.0,7.5,200909,3944.0
182,CO,CHAIN PHARMACY,CO,EL PASO,9143,4.03425,300.0,15.0,200909,5924.0
183,CO,CHAIN PHARMACY,CO,EL PASO,9143,4.4825,1000.0,5.0,200910,5940.0
184,CO,CHAIN PHARMACY,CO,EL PASO,9193,1.5135,500.0,5.0,200911,4366.0
187,CO,CHAIN PHARMACY,CO,EL PASO,9143,2.24125,500.0,5.0,200911,5486.0
188,CO,CHAIN PHARMACY,CO,EL PASO,9193,1.5135,500.0,5.0,200912,4471.0
190,CO,CHAIN PHARMACY,CO,EL PASO,9143,1.793,100.0,20.0,200912,6673.0
191,CO,CHAIN PHARMACY,CO,EL PASO,9193,1.5135,500.0,5.0,201003,4295.0
193,CO,CHAIN PHARMACY,CO,EL PASO,9143,14.344,200.0,80.0,201003,6561.0
195,CO,CHAIN PHARMACY,CO,EL PASO,9193,2.27025,500.0,7.5,201004,5106.0
196,CO,CHAIN PHARMACY,CO,EL PASO,9193,2.27025,500.0,7.5,201006,5221.0
199,CO,CHAIN PHARMACY,CO,EL PASO,9143,21.516,300.0,80.0,201007,6778.0
200,CO,CHAIN PHARMACY,CO,EL PASO,9193,0.9081,200.0,7.5,201009,4304.0
201,CO,CHAIN PHARMACY,CO,EL PASO,9143,5.379,200.0,30.0,201009,7185.0
202,CO,CHAIN PHARMACY,CO,EL PASO,9193,0.6054,200.0,5.0,201010,4558.0
203,CO,CHAIN PHARMACY,CO,EL PASO,9193,0.6054,100.0,10.0,201011,4385.0
204,CO,CHAIN PHARMACY,CO,EL PASO,9193,0.9081,300.0,5.0,201012,4843.0
205,CO,CHAIN PHARMACY,CO,EL PASO,9143,1.793,400.0,5.0,201012,7451.0
206,CO,CHAIN PHARMACY,CO,EL PASO,9193,0.45405,100.0,7.5,201101,4744.0
207,CO,CHAIN PHARMACY,CO,EL PASO,9193,1.5135,500.0,5.0,201102,4291.0
208,CO,CHAIN PHARMACY,CO,EL PASO,9193,1.36215,300.0,7.5,201103,4693.0
209,CO,CHAIN PHARMACY,CO,EL PASO,9143,3.5860000000000003,100.0,40.0,201104,7077.0
210,CO,CHAIN PHARMACY,CO,EL PASO,9193,0.6054,100.0,10.0,201106,5220.0
211,CO,CHAIN PHARMACY,CO,EL PASO,9143,1.34475,100.0,15.0,201106,7945.0
212,CO,CHAIN PHARMACY,CO,EL PASO,9193,3.027,500.0,10.0,201107,4308.0
213,CO,CHAIN PHARMACY,CO,EL PASO,9143,2.6895,600.0,5.0,201107,7047.0
214,CO,CHAIN PHARMACY,CO,EL PASO,9143,5.379,400.0,15.0,201108,8000.0
215,CO,CHAIN PHARMACY,CO,EL PASO,9193,0.9081,200.0,7.5,201109,5091.0
217,CO,CHAIN PHARMACY,CO,EL PASO,9143,0.8965,100.0,10.0,201109,8016.0
218,CO,CHAIN PHARMACY,CO,EL PASO,9193,1.5135,500.0,5.0,201110,4303.0
219,CO,CHAIN PHARMACY,CO,EL PASO,9193,1.5135,500.0,5.0,201111,4388.0
221,CO,CHAIN PHARMACY,CO,EL PASO,9193,0.3027,100.0,5.0,201201,4301.0
222,CO,CHAIN PHARMACY,CO,EL PASO,9143,1.793,200.0,10.0,201201,10048.0
223,CO,CHAIN PHARMACY,CO,EL PASO,9193,0.3027,100.0,5.0,201202,4104.0
224,CO,CHAIN PHARMACY,CO,EL PASO,9143,0.8965,200.0,5.0,201203,8734.0
225,CO,CHAIN PHARMACY,CO,EL PASO,9143,2.6895,300.0,10.0,201204,7728.0
226,CO,CHAIN PHARMACY,CO,EL PASO,9143,6.72375,500.0,15.0,201206,8547.0
227,CO,CHAIN PHARMACY,CO,EL PASO,9193,0.6054,100.0,10.0,201210,4577.0
228,CO,CHAIN PHARMACY,CO,EL PASO,9143,7.1720000000000015,200.0,40.0,201210,9000.0
229,CO,CHAIN PHARMACY,CO,EL PASO,9143,2.6895,100.0,30.0,201211,8815.0
230,CO,CHAIN PHARMACY,CO,EL PASO,9143,5.379,100.0,60.0,201212,8575.0
231,CO,CHAIN PHARMACY,CO,LARIMER,9143,2.24125,500.0,5.0,200608,2455.0
232,CO,CHAIN PHARMACY,CO,LARIMER,9143,0.672375,100.0,7.5,200609,2034.0
233,CO,CHAIN PHARMACY,CO,LARIMER,9143,5.379,300.0,20.0,200611,2403.0
234,CO,CHAIN PHARMACY,CO,LARIMER,9143,0.672375,100.0,7.5,200701,2711.0
235,CO,CHAIN PHARMACY,CO,LARIMER,9143,1.793,100.0,20.0,200710,2769.0
236,CO,CHAIN PHARMACY,CO,LARIMER,9143,2.6895,300.0,10.0,200803,2660.0
237,CO,CHAIN PHARMACY,CO,LARIMER,9193,0.3027,100.0,5.0,200805,2157.0
241,CO,CHAIN PHARMACY,CO,LARIMER,9193,0.3027,100.0,5.0,200806,2219.0
242,CO,CHAIN PHARMACY,CO,LARIMER,9193,0.3027,100.0,5.0,200807,2266.0
244,CO,CHAIN PHARMACY,CO,LARIMER,9193,0.6054,100.0,10.0,200809,2142.0
246,CO,CHAIN PHARMACY,CO,LARIMER,9143,1.793,100.0,20.0,200809,2811.0
247,CO,CHAIN PHARMACY,CO,LARIMER,9193,0.6054,100.0,10.0,200811,2092.0
248,CO,CHAIN PHARMACY,CO,LARIMER,9193,0.6054,100.0,10.0,200901,2124.0
249,CO,CHAIN PHARMACY,CO,LARIMER,9193,0.9081,200.0,7.5,200904,2247.0
250,CO,CHAIN PHARMACY,CO,LARIMER,9143,3.5860000000000003,100.0,40.0,200904,3150.0
252,CO,CHAIN PHARMACY,CO,LARIMER,9193,1.8162,300.0,10.0,200905,2282.0
253,CO,CHAIN PHARMACY,CO,LARIMER,9143,0.8965,100.0,10.0,200907,3186.0
254,CO,CHAIN PHARMACY,CO,LARIMER,9193,0.3027,100.0,5.0,200908,2121.0
255,CO,CHAIN PHARMACY,CO,LARIMER,9143,0.8965,100.0,10.0,200908,2827.0
256,CO,CHAIN PHARMACY,CO,LARIMER,9193,1.2108,200.0,10.0,200909,2181.0
257,CO,CHAIN PHARMACY,CO,LARIMER,9193,1.8162,300.0,10.0,200911,2298.0
258,CO,CHAIN PHARMACY,CO,LARIMER,9193,1.8162,300.0,10.0,200912,2658.0
259,CO,CHAIN PHARMACY,CO,LARIMER,9193,0.45405,100.0,7.5,201001,2296.0
261,CO,CHAIN PHARMACY,CO,LARIMER,9193,0.3027,100.0,5.0,201003,2671.0
262,CO,CHAIN PHARMACY,CO,LARIMER,9143,1.793,400.0,5.0,201003,3483.0
263,CO,CHAIN PHARMACY,CO,LARIMER,9143,5.379,600.0,10.0,201006,3515.0
264,CO,CHAIN PHARMACY,CO,LARIMER,9193,0.6054,100.0,10.0,201007,2506.0
265,CO,CHAIN PHARMACY,CO,LARIMER,9143,1.793,200.0,10.0,201007,3530.0
266,CO,CHAIN PHARMACY,CO,LARIMER,9193,0.6054,100.0,10.0,201010,2564.0
267,CO,CHAIN PHARMACY,CO,LARIMER,9143,8.0685,300.0,30.0,201011,3699.0
269,CO,CHAIN PHARMACY,CO,LARIMER,9143,7.1720000000000015,200.0,40.0,201101,3830.0
270,CO,CHAIN PHARMACY,CO,LARIMER,9193,0.45405,100.0,7.5,201102,2297.0
271,CO,CHAIN PHARMACY,CO,LARIMER,9143,5.379,200.0,30.0,201104,3713.0
272,CO,CHAIN PHARMACY,CO,LARIMER,9193,0.45405,100.0,7.5,201105,2685.0
274,CO,CHAIN PHARMACY,CO,LARIMER,9143,3.13775,700.0,5.0,201105,3874.0
275,CO,CHAIN PHARMACY,CO,LARIMER,9193,0.3027,100.0,5.0,201106,2609.0
276,CO,CHAIN PHARMACY,CO,LARIMER,9143,3.5860000000000003,100.0,40.0,201106,4097.0
277,CO,CHAIN PHARMACY,CO,LARIMER,9193,0.3027,100.0,5.0,201107,2387.0
278,CO,CHAIN PHARMACY,CO,LARIMER,9193,0.3027,100.0,5.0,201108,2778.0
279,CO,CHAIN PHARMACY,CO,LARIMER,9143,2.24125,500.0,5.0,201108,4102.0
280,CO,CHAIN PHARMACY,CO,LARIMER,9193,0.9081,300.0,5.0,201109,2545.0
281,CO,CHAIN PHARMACY,CO,LARIMER,9193,0.3027,100.0,5.0,201110,2430.0
282,CO,CHAIN PHARMACY,CO,LARIMER,9193,0.6054,100.0,10.0,201112,2655.0
283,CO,CHAIN PHARMACY,CO,LARIMER,9193,0.3027,100.0,5.0,201201,2421.0
286,CO,CHAIN PHARMACY,CO,LARIMER,9143,2.6895,100.0,30.0,201202,3889.0
287,CO,CHAIN PHARMACY,CO,LARIMER,9193,0.6054,200.0,5.0,201203,2520.0
289,CO,CHAIN PHARMACY,CO,LARIMER,9193,0.9081,300.0,5.0,201204,2129.0
290,CO,CHAIN PHARMACY,CO,LARIMER,9143,1.793,100.0,20.0,201205,4461.0
292,CO,CHAIN PHARMACY,CO,LARIMER,9193,0.3027,100.0,5.0,201207,2224.0
293,CO,CHAIN PHARMACY,CO,LARIMER,9143,1.34475,300.0,5.0,201207,4180.0
294,CO,CHAIN PHARMACY,CO,LARIMER,9193,0.3027,100.0,5.0,201210,2394.0
296,CO,RETAIL PHARMACY,CO,PUEBLO,9193,2.27025,500.0,7.5,200601,1608.0
298,CO,RETAIL PHARMACY,CO,PUEBLO,9193,1.5135,500.0,5.0,200602,962.0
299,CO,RETAIL PHARMACY,CO,PUEBLO,9143,0.672375,100.0,7.5,200602,1500.0
302,CO,RETAIL PHARMACY,CO,PUEBLO,9143,0.672375,100.0,7.5,200603,1855.0
304,CO,RETAIL PHARMACY,CO,PUEBLO,9193,2.27025,500.0,7.5,200604,1651.0
305,CO,RETAIL PHARMACY,CO,PUEBLO,9193,1.5135,500.0,5.0,200605,1834.0
307,CO,RETAIL PHARMACY,CO,PUEBLO,9143,1.793,100.0,20.0,200605,1843.0
308,CO,RETAIL PHARMACY,CO,PUEBLO,9143,1.793,200.0,10.0,200606,1817.0
309,CO,RETAIL PHARMACY,CO,PUEBLO,9143,1.793,100.0,20.0,200607,1956.0
310,CO,RETAIL PHARMACY,CO,PUEBLO,9193,1.2108,200.0,10.0,200611,1363.0
311,CO,RETAIL PHARMACY,CO,PUEBLO,9143,0.8965,100.0,10.0,200611,2066.0
312,CO,RETAIL PHARMACY,CO,PUEBLO,9143,14.344,200.0,80.0,200612,1975.0
313,CO,RETAIL PHARMACY,CO,PUEBLO,9193,1.2108,200.0,10.0,200701,1556.0
314,CO,RETAIL PHARMACY,CO,PUEBLO,9143,5.379,600.0,10.0,200703,2350.0
316,CO,RETAIL PHARMACY,CO,PUEBLO,9143,0.8965,200.0,5.0,200705,2478.0
318,CO,RETAIL PHARMACY,CO,PUEBLO,9143,1.793,200.0,10.0,200706,2397.0
319,CO,RETAIL PHARMACY,CO,PUEBLO,9143,21.516,300.0,80.0,200707,2416.0
320,CO,RETAIL PHARMACY,CO,PUEBLO,9193,2.27025,500.0,7.5,200707,1657.0
322,CO,RETAIL PHARMACY,CO,PUEBLO,9193,0.3027,100.0,5.0,200710,1742.0
323,CO,RETAIL PHARMACY,CO,PUEBLO,9143,4.482,1000.0,5.0,200710,2481.0
324,CO,RETAIL PHARMACY,CO,PUEBLO,9143,3.5860000000000003,200.0,20.0,200712,2466.0
326,CO,RETAIL PHARMACY,CO,PUEBLO,9193,1.5135,500.0,5.0,200801,1879.0
327,CO,RETAIL PHARMACY,CO,PUEBLO,9143,5.379,200.0,30.0,200802,2772.0
328,CO,RETAIL PHARMACY,CO,PUEBLO,9193,0.6054,100.0,10.0,200803,1710.0
330,CO,RETAIL PHARMACY,CO,PUEBLO,9143,1.793,200.0,10.0,200804,2792.0
331,CO,RETAIL PHARMACY,CO,PUEBLO,9193,2.27025,500.0,7.5,200805,1783.0
332,CO,RETAIL PHARMACY,CO,PUEBLO,9143,0.8965,100.0,10.0,200805,3019.0
334,CO,RETAIL PHARMACY,CO,PUEBLO,9193,1.5135,500.0,5.0,200806,1867.0
337,CO,RETAIL PHARMACY,CO,PUEBLO,9143,3.5860000000000003,100.0,40.0,200806,2869.0
338,CO,RETAIL PHARMACY,CO,PUEBLO,9193,0.6054,100.0,10.0,200807,2064.0
339,CO,RETAIL PHARMACY,CO,PUEBLO,9143,1.793,200.0,10.0,200807,3069.0
340,CO,RETAIL PHARMACY,CO,PUEBLO,9143,7.1720000000000015,100.0,80.0,200808,3082.0
341,CO,RETAIL PHARMACY,CO,PUEBLO,9143,3.5860000000000003,200.0,20.0,200811,2814.0
343,CO,RETAIL PHARMACY,CO,PUEBLO,9143,2.6895,200.0,15.0,200812,3486.0
345,CO,RETAIL PHARMACY,CO,PUEBLO,9143,3.5860000000000003,100.0,40.0,200901,3104.0
347,CO,RETAIL PHARMACY,CO,PUEBLO,9143,4.4825,1000.0,5.0,200902,3003.0
349,CO,RETAIL PHARMACY,CO,PUEBLO,9193,0.6054,200.0,5.0,200903,3415.0
350,CO,RETAIL PHARMACY,CO,PUEBLO,9143,4.4825,1000.0,5.0,200903,3596.0
352,CO,RETAIL PHARMACY,CO,PUEBLO,9143,1.34475,200.0,7.5,200904,3395.0
353,CO,RETAIL PHARMACY,CO,PUEBLO,9193,0.45405,100.0,7.5,200905,3122.0
355,CO,RETAIL PHARMACY,CO,PUEBLO,9143,1.793,100.0,20.0,200905,3550.0
356,CO,RETAIL PHARMACY,CO,PUEBLO,9193,2.27025,500.0,7.5,200906,3243.0
357,CO,RETAIL PHARMACY,CO,PUEBLO,9143,7.1720000000000015,100.0,80.0,200906,3443.0
358,CO,RETAIL PHARMACY,CO,PUEBLO,9143,5.379,400.0,15.0,200907,4174.0
360,CO,RETAIL PHARMACY,CO,PUEBLO,9193,3.027,500.0,10.0,200908,2633.0
