,REPORTER_STATE,BUYER_BUS_ACT,BUYER_STATE,BUYER_COUNTY,DRUG_CODE,CALC_BASE_WT_IN_GM,DOSAGE_UNIT,dos_str,year/month,quantity
96,IL,RETAIL PHARMACY,IL,WILL,9143,14.344,400.0,40.0,200611,1007.0
97,IL,RETAIL PHARMACY,IL,WILL,9193,3.027,1000.0,5.0,200701,3845.0
98,IL,RETAIL PHARMACY,IL,WILL,9193,0.45405,100.0,7.5,200702,2764.0
99,IL,RETAIL PHARMACY,IL,WILL,9193,3.027,1000.0,5.0,200703,3336.0
100,IL,RETAIL PHARMACY,IL,WILL,9193,3.027,500.0,10.0,200704,3133.0
103,IL,RETAIL PHARMACY,IL,WILL,9193,0.6054,100.0,10.0,200706,3168.0
104,IL,RETAIL PHARMACY,IL,WILL,9193,0.136215,30.0,7.5,200708,3686.0
106,IL,RETAIL PHARMACY,IL,WILL,9193,0.6054,100.0,10.0,200709,3135.0
107,IL,RETAIL PHARMACY,IL,WILL,9143,0.672375,100.0,7.5,200710,697.0
108,IL,RETAIL PHARMACY,IL,WILL,9193,0.6054,200.0,5.0,200710,3778.0
110,IL,RETAIL PHARMACY,IL,WILL,9193,0.3027,100.0,5.0,200711,3612.0
112,IL,RETAIL PHARMACY,IL,WILL,9193,0.6054,200.0,5.0,200712,3670.0
114,IL,RETAIL PHARMACY,IL,WILL,9193,0.9081,200.0,7.5,200802,3541.0
116,IL,RETAIL PHARMACY,IL,WILL,9193,0.6054,100.0,10.0,200803,3529.0
119,IL,RETAIL PHARMACY,IL,WILL,9193,2.27025,500.0,7.5,200805,3932.0
121,IL,RETAIL PHARMACY,IL,WILL,9193,0.3027,100.0,5.0,200807,3776.0
122,IL,RETAIL PHARMACY,IL,WILL,9193,0.6054,200.0,5.0,200808,3661.0
124,IL,RETAIL PHARMACY,IL,WILL,9193,1.5135,500.0,5.0,200809,3669.0
126,IL,RETAIL PHARMACY,IL,WILL,9143,1.793,100.0,20.0,200809,1390.0
130,IL,RETAIL PHARMACY,IL,WILL,9193,3.027,500.0,10.0,200902,3549.0
135,IL,RETAIL PHARMACY,IL,WILL,9143,0.44825,100.0,5.0,200906,1508.0
137,IL,RETAIL PHARMACY,IL,WILL,9193,1.5135,500.0,5.0,200906,3829.0
139,IL,RETAIL PHARMACY,IL,WILL,9143,2.6895,300.0,10.0,200907,1566.0
140,IL,RETAIL PHARMACY,IL,WILL,9143,1.793,100.0,20.0,200909,1758.0
141,IL,RETAIL PHARMACY,IL,WILL,9193,3.027,500.0,10.0,200909,3695.0
143,IL,RETAIL PHARMACY,IL,WILL,9193,3.027,500.0,10.0,200910,4182.0
146,IL,RETAIL PHARMACY,IL,WILL,9193,3.027,500.0,10.0,200911,4188.0
151,IL,RETAIL PHARMACY,IL,WILL,9193,0.45405,100.0,7.5,201001,4221.0
152,IL,RETAIL PHARMACY,IL,WILL,9143,2.6895,300.0,10.0,201002,1565.0
154,IL,RETAIL PHARMACY,IL,WILL,9193,0.3027,100.0,5.0,201003,5466.0
157,IL,RETAIL PHARMACY,IL,WILL,9193,1.5135,500.0,5.0,201004,5019.0
159,IL,RETAIL PHARMACY,IL,WILL,9193,3.027,500.0,10.0,201005,5245.0
161,IL,RETAIL PHARMACY,IL,WILL,9143,7.1720000000000015,800.0,10.0,201005,1534.0
162,IL,RETAIL PHARMACY,IL,WILL,9193,0.9081,200.0,7.5,201007,5143.0
163,IL,RETAIL PHARMACY,IL,WILL,9193,6.0539999999999985,1000.0,10.0,201009,5238.0
167,IL,RETAIL PHARMACY,IL,WILL,9193,0.45405,100.0,7.5,201010,5393.0
169,IL,RETAIL PHARMACY,IL,WILL,9193,1.5135,500.0,5.0,201011,5562.0
172,IL,RETAIL PHARMACY,IL,WILL,9193,1.5135,500.0,5.0,201012,6121.0
174,IL,RETAIL PHARMACY,IL,WILL,9143,8.965,1000.0,10.0,201102,1613.0
176,IL,RETAIL PHARMACY,IL,WILL,9143,1.34475,200.0,7.5,201106,2161.0
177,IL,RETAIL PHARMACY,IL,WILL,9143,2.24125,500.0,5.0,201107,1899.0
178,IL,RETAIL PHARMACY,IL,WILL,9193,3.027,1000.0,5.0,201107,5439.0
179,IL,RETAIL PHARMACY,IL,WILL,9143,0.672375,100.0,7.5,201108,2218.0
180,IL,RETAIL PHARMACY,IL,WILL,9193,0.45405,100.0,7.5,201108,6560.0
183,IL,RETAIL PHARMACY,IL,WILL,9193,6.0539999999999985,1000.0,10.0,201109,6069.0
186,IL,RETAIL PHARMACY,IL,WILL,9193,3.027,1000.0,5.0,201201,6251.0
190,IL,RETAIL PHARMACY,IL,WILL,9193,3.027,500.0,10.0,201202,6004.0
192,IL,RETAIL PHARMACY,IL,WILL,9143,0.8965,200.0,5.0,201202,2094.0
195,IL,RETAIL PHARMACY,IL,WILL,9143,1.793,100.0,20.0,201203,2160.0
196,IL,RETAIL PHARMACY,IL,WILL,9193,2.27025,500.0,7.5,201204,5804.0
198,IL,RETAIL PHARMACY,IL,WILL,9193,1.5135,500.0,5.0,201206,5824.0
200,IL,RETAIL PHARMACY,IL,WILL,9143,6.72375,500.0,15.0,201206,2234.0
201,IL,RETAIL PHARMACY,IL,WILL,9193,2.27025,500.0,7.5,201207,5978.0
203,IL,RETAIL PHARMACY,IL,KANE,9193,2.27025,500.0,7.5,200702,1388.0
205,IL,RETAIL PHARMACY,IL,KANE,9193,3.027,500.0,10.0,200709,1469.0
206,IL,RETAIL PHARMACY,IL,KANE,9193,3.027,500.0,10.0,200712,1830.0
207,IL,RETAIL PHARMACY,IL,KANE,9193,3.027,500.0,10.0,200810,2175.0
209,IL,RETAIL PHARMACY,IL,KANE,9193,3.027,500.0,10.0,200811,1793.0
210,IL,RETAIL PHARMACY,IL,KANE,9193,3.027,500.0,10.0,200904,1957.0
211,IL,RETAIL PHARMACY,IL,KANE,9193,2.27025,500.0,7.5,200907,2053.0
212,IL,RETAIL PHARMACY,IL,KANE,9193,3.027,500.0,10.0,200908,2094.0
213,IL,RETAIL PHARMACY,IL,KANE,9193,4.5405,1000.0,7.5,200909,1937.0
214,IL,RETAIL PHARMACY,IL,KANE,9193,2.27025,500.0,7.5,201001,2491.0
215,IL,RETAIL PHARMACY,IL,KANE,9193,2.27025,500.0,7.5,201006,3198.0
216,IL,RETAIL PHARMACY,IL,KANE,9193,3.027,500.0,10.0,201007,2868.0
219,IL,RETAIL PHARMACY,IL,KANE,9193,3.027,500.0,10.0,201009,3238.0
220,IL,RETAIL PHARMACY,IL,KANE,9193,6.0539999999999985,1000.0,10.0,201101,3589.0
221,IL,RETAIL PHARMACY,IL,KANE,9193,2.27025,500.0,7.5,201103,3866.0
222,IL,RETAIL PHARMACY,IL,KANE,9193,6.0539999999999985,1000.0,10.0,201110,3468.0
223,IL,RETAIL PHARMACY,IL,KANE,9193,2.27025,500.0,7.5,201112,3782.0
225,IL,RETAIL PHARMACY,IL,KANE,9193,3.027,500.0,10.0,201201,3451.0
226,IL,RETAIL PHARMACY,IL,KANE,9193,6.0539999999999985,1000.0,10.0,201207,3430.0
228,IL,RETAIL PHARMACY,IL,GRUNDY,9193,0.6054,100.0,10.0,200604,307.0
229,IL,RETAIL PHARMACY,IL,GRUNDY,9193,0.45405,100.0,7.5,200607,394.0
231,IL,RETAIL PHARMACY,IL,GRUNDY,9193,6.0539999999999985,1000.0,10.0,200608,439.0
232,IL,RETAIL PHARMACY,IL,GRUNDY,9143,7.1720000000000015,200.0,40.0,200608,82.0
234,IL,RETAIL PHARMACY,IL,GRUNDY,9143,7.1720000000000015,200.0,40.0,200609,62.0
235,IL,RETAIL PHARMACY,IL,GRUNDY,9193,0.6054,100.0,10.0,200609,370.0
236,IL,RETAIL PHARMACY,IL,GRUNDY,9193,1.2108,200.0,10.0,200610,425.0
238,IL,RETAIL PHARMACY,IL,GRUNDY,9143,1.3446,300.0,5.0,200610,67.0
239,IL,RETAIL PHARMACY,IL,GRUNDY,9193,9.081,1500.0,10.0,200611,454.0
240,IL,RETAIL PHARMACY,IL,GRUNDY,9193,0.45405,100.0,7.5,200701,439.0
241,IL,RETAIL PHARMACY,IL,GRUNDY,9193,0.6054,100.0,10.0,200702,280.0
242,IL,RETAIL PHARMACY,IL,GRUNDY,9193,4.5405,1000.0,7.5,200703,309.0
245,IL,RETAIL PHARMACY,IL,GRUNDY,9143,7.1720000000000015,100.0,80.0,200706,88.0
246,IL,RETAIL PHARMACY,IL,GRUNDY,9193,0.45405,100.0,7.5,200706,330.0
247,IL,RETAIL PHARMACY,IL,GRUNDY,9143,7.1720000000000015,100.0,80.0,200707,104.0
248,IL,RETAIL PHARMACY,IL,GRUNDY,9193,1.2108,200.0,10.0,200708,338.0
249,IL,RETAIL PHARMACY,IL,GRUNDY,9193,0.3027,100.0,5.0,200709,329.0
250,IL,RETAIL PHARMACY,IL,GRUNDY,9193,3.027,500.0,10.0,200711,357.0
251,IL,RETAIL PHARMACY,IL,GRUNDY,9143,1.793,200.0,10.0,200711,89.0
252,IL,RETAIL PHARMACY,IL,GRUNDY,9193,3.027,1000.0,5.0,200808,284.0
253,IL,RETAIL PHARMACY,IL,GRUNDY,9193,0.45405,100.0,7.5,200809,302.0
254,IL,RETAIL PHARMACY,IL,GRUNDY,9193,0.45405,100.0,7.5,200811,272.0
256,IL,RETAIL PHARMACY,IL,GRUNDY,9193,6.0539999999999985,1000.0,10.0,200812,359.0
258,IL,RETAIL PHARMACY,IL,GRUNDY,9143,7.1720000000000015,200.0,40.0,200901,124.0
260,IL,RETAIL PHARMACY,IL,GRUNDY,9193,3.027,500.0,10.0,200902,289.0
261,IL,RETAIL PHARMACY,IL,GRUNDY,9193,3.027,500.0,10.0,200903,310.0
263,IL,RETAIL PHARMACY,IL,GRUNDY,9193,3.027,500.0,10.0,200904,281.0
265,IL,RETAIL PHARMACY,IL,GRUNDY,9193,2.27025,500.0,7.5,200907,353.0
267,IL,RETAIL PHARMACY,IL,GRUNDY,9193,0.45405,100.0,7.5,200908,302.0
268,IL,RETAIL PHARMACY,IL,GRUNDY,9193,3.027,500.0,10.0,200909,312.0
269,IL,RETAIL PHARMACY,IL,GRUNDY,9193,0.3027,100.0,5.0,200910,391.0
271,IL,RETAIL PHARMACY,IL,GRUNDY,9143,1.793,100.0,20.0,200911,133.0
272,IL,RETAIL PHARMACY,IL,GRUNDY,9193,0.3027,100.0,5.0,200911,364.0
274,IL,RETAIL PHARMACY,IL,GRUNDY,9193,3.027,500.0,10.0,200912,445.0
275,IL,RETAIL PHARMACY,IL,GRUNDY,9193,0.3027,100.0,5.0,201001,461.0
276,IL,RETAIL PHARMACY,IL,GRUNDY,9143,0.8965,100.0,10.0,201003,162.0
278,IL,RETAIL PHARMACY,IL,GRUNDY,9193,3.027,500.0,10.0,201004,512.0
279,IL,RETAIL PHARMACY,IL,GRUNDY,9193,0.3027,100.0,5.0,201006,553.0
280,IL,RETAIL PHARMACY,IL,GRUNDY,9143,0.672375,100.0,7.5,201006,139.0
283,IL,RETAIL PHARMACY,IL,GRUNDY,9193,0.6054,100.0,10.0,201008,569.0
284,IL,RETAIL PHARMACY,IL,GRUNDY,9193,1.5135,500.0,5.0,201009,592.0
287,IL,RETAIL PHARMACY,IL,GRUNDY,9193,3.027,500.0,10.0,201101,689.0
289,IL,RETAIL PHARMACY,IL,GRUNDY,9193,0.45405,100.0,7.5,201103,709.0
290,IL,RETAIL PHARMACY,IL,GRUNDY,9143,5.379,600.0,10.0,201105,185.0
291,IL,RETAIL PHARMACY,IL,GRUNDY,9193,0.45405,100.0,7.5,201106,692.0
294,IL,RETAIL PHARMACY,IL,GRUNDY,9193,0.45405,100.0,7.5,201108,763.0
295,IL,RETAIL PHARMACY,IL,GRUNDY,9193,0.9081,200.0,7.5,201109,702.0
297,IL,RETAIL PHARMACY,IL,GRUNDY,9143,2.6895,300.0,10.0,201109,189.0
298,IL,RETAIL PHARMACY,IL,GRUNDY,9193,0.9081,200.0,7.5,201110,720.0
299,IL,RETAIL PHARMACY,IL,GRUNDY,9143,4.03425,300.0,15.0,201110,201.0
300,IL,RETAIL PHARMACY,IL,GRUNDY,9193,0.45405,100.0,7.5,201111,676.0
301,IL,RETAIL PHARMACY,IL,GRUNDY,9143,7.1720000000000015,800.0,10.0,201111,181.0
302,IL,RETAIL PHARMACY,IL,GRUNDY,9193,0.3027,100.0,5.0,201112,698.0
304,IL,RETAIL PHARMACY,IL,GRUNDY,9143,0.8965,100.0,10.0,201201,209.0
305,IL,RETAIL PHARMACY,IL,GRUNDY,9143,1.793,200.0,10.0,201204,178.0
306,IL,RETAIL PHARMACY,IL,GRUNDY,9193,12.108,2000.0,10.0,201205,649.0
307,IL,RETAIL PHARMACY,IL,GRUNDY,9193,2.27025,500.0,7.5,201206,632.0
308,IL,RETAIL PHARMACY,IL,COOK,9143,0.4482,100.0,5.0,200604,3828.0
310,IL,RETAIL PHARMACY,IL,DUPAGE,9193,0.3027,100.0,5.0,200701,5508.0
311,IL,RETAIL PHARMACY,IL,DUPAGE,9143,1.34475,200.0,7.5,200705,1438.0
312,IL,RETAIL PHARMACY,IL,DUPAGE,9143,2.6895,300.0,10.0,200710,1141.0
313,IL,RETAIL PHARMACY,IL,DUPAGE,9193,0.6054,100.0,10.0,200712,5129.0
314,IL,RETAIL PHARMACY,IL,DUPAGE,9143,1.793,100.0,20.0,200805,1533.0
315,IL,RETAIL PHARMACY,IL,DUPAGE,9193,0.9081,200.0,7.5,200805,5465.0
316,IL,RETAIL PHARMACY,IL,DUPAGE,9143,1.793,200.0,10.0,200808,1522.0
317,IL,RETAIL PHARMACY,IL,DUPAGE,9143,0.8965,100.0,10.0,200812,1600.0
318,IL,RETAIL PHARMACY,IL,DUPAGE,9193,0.6054,100.0,10.0,200812,5666.0
319,IL,RETAIL PHARMACY,IL,DUPAGE,9143,14.344,200.0,80.0,201003,2075.0
321,IL,RETAIL PHARMACY,IL,COOK,9193,0.45405,100.0,7.5,200710,24324.0
322,IL,RETAIL PHARMACY,IL,COOK,9193,6.0539999999999985,1000.0,10.0,201001,30516.0
323,IL,RETAIL PHARMACY,IL,COOK,9193,0.6054,200.0,5.0,201008,37625.0
324,IL,RETAIL PHARMACY,IL,COOK,9193,0.9081,300.0,5.0,201009,34834.0
327,IL,RETAIL PHARMACY,IL,COOK,9193,1.5135,500.0,5.0,201111,41978.0
328,IL,RETAIL PHARMACY,IL,COOK,9193,0.9081,200.0,7.5,201201,38189.0
329,IL,RETAIL PHARMACY,IL,COOK,9193,1.5135,500.0,5.0,201205,46227.0
330,IL,RETAIL PHARMACY,IL,COOK,9193,6.0539999999999985,1000.0,10.0,201206,41811.0
331,IL,RETAIL PHARMACY,IL,COLES,9193,0.9081,200.0,7.5,200802,500.0
332,IL,RETAIL PHARMACY,IL,COLES,9193,0.45405,100.0,7.5,201105,835.0
334,IL,RETAIL PHARMACY,IL,COOK,9193,3.027,500.0,10.0,200712,24594.0
335,IL,RETAIL PHARMACY,IL,COOK,9193,0.45405,100.0,7.5,200803,23872.0
336,IL,RETAIL PHARMACY,IL,COOK,9143,1.793,200.0,10.0,200805,4452.0
337,IL,RETAIL PHARMACY,IL,COOK,9193,3.027,500.0,10.0,200807,25304.0
338,IL,RETAIL PHARMACY,IL,COOK,9193,0.45405,100.0,7.5,200809,23604.0
339,IL,RETAIL PHARMACY,IL,LAKE,9143,10.758,300.0,40.0,200602,1255.0
340,IL,RETAIL PHARMACY,IL,LAKE,9143,2.017125,300.0,7.5,200603,1634.0
341,IL,RETAIL PHARMACY,IL,COOK,9193,1.5135,500.0,5.0,201202,38758.0
342,IL,RETAIL PHARMACY,IL,WINNEBAGO,9193,0.6054,100.0,10.0,200804,3898.0
343,IL,RETAIL PHARMACY,IL,WINNEBAGO,9193,0.45405,100.0,7.5,201003,4300.0
344,IL,RETAIL PHARMACY,IL,WINNEBAGO,9193,0.45405,100.0,7.5,201005,4502.0
345,IL,RETAIL PHARMACY,IL,WINNEBAGO,9193,3.027,500.0,10.0,201110,5340.0
346,IL,RETAIL PHARMACY,IL,WINNEBAGO,9193,0.45405,100.0,7.5,201205,4842.0
347,IL,RETAIL PHARMACY,IL,KANE,9193,0.45405,100.0,7.5,200806,2048.0
349,IL,RETAIL PHARMACY,IL,KANE,9143,2.6895,200.0,15.0,200903,413.0
352,IL,RETAIL PHARMACY,IL,KANE,9193,0.3027,100.0,5.0,200911,2128.0
353,IL,RETAIL PHARMACY,IL,KANE,9193,0.45405,100.0,7.5,201003,3027.0
354,IL,RETAIL PHARMACY,IL,KANE,9193,0.9081,200.0,7.5,201011,3354.0
355,IL,RETAIL PHARMACY,IL,KANE,9193,0.3027,100.0,5.0,201012,3765.0
357,IL,RETAIL PHARMACY,IL,KANE,9143,1.34475,100.0,15.0,201105,630.0
358,IL,RETAIL PHARMACY,IL,KANE,9143,1.793,100.0,20.0,201109,605.0
360,IL,RETAIL PHARMACY,IL,KANE,9193,0.6054,200.0,5.0,201202,3346.0
361,IL,RETAIL PHARMACY,IL,KANE,9193,2.27025,500.0,7.5,201205,3575.0
364,IL,RETAIL PHARMACY,IL,WILL,9143,1.793,200.0,10.0,200712,1010.0
370,IL,RETAIL PHARMACY,IL,COOK,9193,1.5135,500.0,5.0,200711,23000.0
371,IL,RETAIL PHARMACY,IL,COOK,9193,0.45405,100.0,7.5,200812,26277.0
372,IL,RETAIL PHARMACY,IL,COOK,9193,0.6054,100.0,10.0,200903,28262.0
373,IL,RETAIL PHARMACY,IL,COOK,9193,0.45405,100.0,7.5,200910,30189.0
377,IL,RETAIL PHARMACY,IL,COOK,9193,0.6054,200.0,5.0,201103,41423.0
379,IL,RETAIL PHARMACY,IL,COOK,9193,0.9081,200.0,7.5,201112,42363.0
380,IL,RETAIL PHARMACY,IL,COOK,9193,1.5135,500.0,5.0,200708,24650.0
382,IL,RETAIL PHARMACY,IL,COOK,9193,0.6054,100.0,10.0,200810,26272.0
383,IL,RETAIL PHARMACY,IL,COOK,9193,3.027,500.0,10.0,200811,21829.0
384,IL,RETAIL PHARMACY,IL,COOK,9193,0.45405,100.0,7.5,200908,28283.0
385,IL,RETAIL PHARMACY,IL,COOK,9193,0.3027,100.0,5.0,201011,37953.0
386,IL,RETAIL PHARMACY,IL,DEKALB,9193,2.27025,500.0,7.5,200711,380.0
387,IL,RETAIL PHARMACY,IL,DEKALB,9143,3.5860000000000003,100.0,40.0,200907,147.0
388,IL,RETAIL PHARMACY,IL,DEKALB,9193,3.027,500.0,10.0,200909,619.0
389,IL,RETAIL PHARMACY,IL,DEKALB,9193,1.5135,500.0,5.0,200910,525.0
390,IL,RETAIL PHARMACY,IL,DEKALB,9193,0.45405,100.0,7.5,201001,592.0
391,IL,RETAIL PHARMACY,IL,DEKALB,9193,1.2108,200.0,10.0,201002,586.0
392,IL,RETAIL PHARMACY,IL,DEKALB,9193,0.3027,100.0,5.0,201004,789.0
393,IL,RETAIL PHARMACY,IL,DEKALB,9143,0.44825,100.0,5.0,201006,142.0
395,IL,RETAIL PHARMACY,IL,DEKALB,9193,0.45405,100.0,7.5,201007,793.0
396,IL,RETAIL PHARMACY,IL,DEKALB,9193,1.2108,400.0,5.0,201008,712.0
