,BUYER_COUNTY,year/month,DRUG_CODE,BUYER_STATE,CALC_BASE_WT_IN_GM,DOSAGE_UNIT,dos_str,quantity
42,APPLING,200710,9143,GA,148.62594900000008,13400.0,1015.35,971.0
43,APPLING,200710,9193,GA,294.5263,55900.0,710.0,994.0
44,APPLING,200711,9143,GA,79.04247657500007,10100.0,487.68550000000005,994.0
45,APPLING,200711,9193,GA,205.38155,37500.0,640.0,1081.0
46,APPLING,200712,9143,GA,114.72250515000003,9100.0,779.8355,1020.0
47,APPLING,200712,9193,GA,319.34850000000006,57700.0,852.5,1020.0
48,APPLING,200801,9143,GA,116.35192400000008,11500.0,902.85,1044.0
49,APPLING,200801,9193,GA,155.89010000000002,29800.0,705.0,1016.0
50,APPLING,200802,9143,GA,99.06300000000003,9400.0,710.0,984.0
51,APPLING,200802,9193,GA,200.23565000000008,40300.0,840.0,1258.0
52,APPLING,200803,9143,GA,101.11094900000005,9400.0,610.35,262.0
53,APPLING,200803,9193,GA,140.75550000000004,28900.0,617.5,232.0
54,APPLING,200804,9143,GA,80.68500000000002,8500.0,560.0,290.0
55,APPLING,200804,9193,GA,176.02005000000005,35000.0,680.0,292.0
56,APPLING,200805,9143,GA,120.25629600000003,10300.0,913.2,320.0
57,APPLING,200805,9193,GA,236.56004999999993,47100.0,832.5,479.0
58,APPLING,200806,9143,GA,127.25817500000007,10300.0,857.5,467.0
59,APPLING,200806,9193,GA,202.62738,39860.0,777.5,432.0
60,APPLING,200807,9143,GA,121.25162500000009,11200.0,915.0,462.0
61,APPLING,200807,9193,GA,226.57095000000004,45000.0,935.0,468.0
62,APPLING,200808,9143,GA,120.80337500000006,9900.0,965.0,449.0
63,APPLING,200808,9193,GA,233.68439999999998,45000.0,900.0,448.0
64,APPLING,200809,9143,GA,131.51655000000005,10900.0,1017.5,448.0
65,APPLING,200809,9193,GA,224.14935,44400.0,865.0,212.0
66,APPLING,200810,9143,GA,135.37150000000008,10700.0,992.5,155.0
67,APPLING,200810,9193,GA,258.95985,50200.0,1077.5,168.0
68,APPLING,200811,9143,GA,121.69987500000008,10600.0,937.5,162.0
69,APPLING,200811,9193,GA,197.36039999999997,39200.0,715.0,151.0
70,APPLING,200812,9143,GA,163.38712500000017,14100.0,1162.5,160.0
71,APPLING,200812,9193,GA,336.75374999999997,64300.0,920.0,180.0
72,APPLING,200901,9143,GA,137.38862500000005,9800.0,1112.5,217.0
73,APPLING,200901,9193,GA,249.27344999999997,50100.0,887.5,196.0
74,APPLING,200902,9143,GA,70.59937500000001,6800.0,502.5,159.0
75,APPLING,200902,9193,GA,227.78175000000002,45400.0,835.0,163.0
76,APPLING,200903,9143,GA,276.79437500000006,16600.0,1120.0,170.0
77,APPLING,200903,9193,GA,296.1919499999997,58900.0,972.5,200.0
78,APPLING,200904,9143,GA,240.26200000000009,14800.0,1155.0,194.0
79,APPLING,200904,9193,GA,264.2570999999999,52900.0,892.5,200.0
80,APPLING,200905,9143,GA,117.88975,8100.0,595.0,209.0
81,APPLING,200905,9193,GA,155.28509999999997,31300.0,695.0,231.0
82,APPLING,200906,9143,GA,41.463125,4900.0,177.5,223.0
83,APPLING,200906,9193,GA,138.03120000000004,28700.0,650.0,264.0
84,APPLING,200907,9143,GA,220.98725000000016,13600.0,1057.5,254.0
85,APPLING,200907,9193,GA,250.16641499999992,47630.0,940.0,243.0
86,APPLING,200908,9143,GA,134.20605,10900.0,877.5,263.0
87,APPLING,200908,9193,GA,251.93721,50220.0,922.5,826.0
88,APPLING,200909,9143,GA,145.4123000000001,13700.0,895.0,2134.0
89,APPLING,200909,9193,GA,233.83575000000002,45500.0,885.0,3317.0
90,APPLING,200910,9143,GA,146.80187500000005,12300.0,950.0,235.0
91,APPLING,200910,9193,GA,287.8374299999999,57260.0,992.5,199.0
92,APPLING,200911,9143,GA,175.4898750000001,12700.0,1162.5,248.0
93,APPLING,200911,9193,GA,255.29717999999983,50460.0,892.5,248.0
94,APPLING,200912,9143,GA,246.9710025750002,16700.0,1389.8355000000001,330.0
95,APPLING,200912,9193,GA,284.2201649999997,56130.0,1017.5,369.0
96,APPLING,201001,9143,GA,270.51887500000015,17700.0,1177.5,12.0
97,APPLING,201001,9193,GA,241.84216499999994,46430.0,857.5,43.0
98,APPLING,201002,9143,GA,247.1951275750002,15000.0,1194.8355000000001,43.0
99,APPLING,201002,9193,GA,255.73609499999992,49290.0,947.5,224.0
100,APPLING,201003,9143,GA,278.36325,17500.0,1295.0,185.0
101,APPLING,201003,9193,GA,316.92689999999965,60400.0,1152.5,248.0
102,APPLING,201004,9143,GA,500.69524999999976,28300.0,2012.5,267.0
103,APPLING,201004,9193,GA,464.1753149999993,88930.0,1515.0,217.0
104,APPLING,201005,9143,GA,387.512125,25100.0,2352.5,253.0
105,APPLING,201005,9193,GA,448.4197799999992,87060.0,1460.0,331.0
106,APPLING,201006,9143,GA,529.6073749999996,29400.0,2172.5,311.0
107,APPLING,201006,9193,GA,468.9882449999989,90790.0,1475.0,357.0
108,APPLING,201007,9143,GA,218.56670000000008,14940.0,1067.5,464.0
109,APPLING,201007,9193,GA,305.68159499999973,58690.0,1107.5,496.0
110,APPLING,201008,9143,GA,249.8545500000001,15400.0,1217.5,314.0
111,APPLING,201008,9193,GA,289.66876499999984,56230.0,1080.0,424.0
112,APPLING,201009,9143,GA,220.09075000000013,13200.0,1065.0,488.0
113,APPLING,201009,9193,GA,327.89977499999964,62050.0,1200.0,505.0
114,APPLING,201010,9143,GA,231.07287500000012,14800.0,1217.5,457.0
115,APPLING,201010,9193,GA,267.7230149999999,51530.0,987.5,459.0
116,APPLING,201011,9143,GA,219.64250000000007,15400.0,1132.5,487.0
117,APPLING,201011,9193,GA,315.09556499999957,60630.0,1105.0,61.0
118,APPLING,201012,9143,GA,271.6395000000001,18200.0,1247.5,99.0
119,APPLING,201012,9193,GA,309.49561499999965,61330.0,1190.0,97.0
120,APPLING,201101,9143,GA,307.9477500000002,19600.0,1465.0,39.0
121,APPLING,201101,9193,GA,347.1968999999999,68400.0,1152.5,39.0
122,APPLING,201102,9143,GA,324.08475,19000.0,1102.5,97.0
123,APPLING,201102,9193,GA,263.01602999999994,51460.0,987.5,162.0
124,APPLING,201103,9143,GA,339.3252500000001,20300.0,1360.0,190.0
125,APPLING,201103,9193,GA,338.6758949999996,66490.0,1297.5,190.0
126,APPLING,201104,9143,GA,427.8546249999998,24600.0,1157.5,438.0
127,APPLING,201104,9193,GA,323.2835999999996,63000.0,1300.0,345.0
128,APPLING,201105,9143,GA,366.6685,21700.0,1180.0,365.0
129,APPLING,201105,9193,GA,285.4460999999999,56100.0,1170.0,356.0
130,APPLING,201106,9143,GA,463.7146249999999,25600.0,1147.5,425.0
131,APPLING,201106,9193,GA,342.5050499999996,66900.0,1260.0,528.0
132,APPLING,201107,9143,GA,288.4488750000001,16600.0,1157.5,528.0
133,APPLING,201107,9193,GA,307.5431999999997,59900.0,1225.0,451.0
134,APPLING,201108,9143,GA,337.9805000000001,20200.0,1337.5,451.0
135,APPLING,201108,9193,GA,345.3806999999996,67400.0,1362.5,523.0
136,APPLING,201109,9143,GA,360.393,19700.0,1257.5,556.0
137,APPLING,201109,9193,GA,323.1322499999997,63200.0,1265.0,513.0
138,APPLING,201110,9143,GA,382.35725000000036,21700.0,1607.5,544.0
139,APPLING,201110,9193,GA,310.4188499999996,60900.0,1090.0,599.0
140,APPLING,201111,9143,GA,407.0110000000001,21500.0,1195.0,2899.0
141,APPLING,201111,9193,GA,347.1968999999996,66600.0,1215.0,147.0
142,APPLING,201112,9143,GA,400.0631249999999,22700.0,1317.5,272.0
143,APPLING,201112,9193,GA,351.2682149999994,69430.0,1390.0,304.0
144,APPLING,201201,9143,GA,485.90300000000013,26300.0,1642.5,144.0
145,APPLING,201201,9193,GA,341.59694999999965,65200.0,1202.5,154.0
146,APPLING,201202,9143,GA,549.3303749999999,29600.0,1890.0,180.0
147,APPLING,201202,9193,GA,322.37549999999953,62600.0,1147.5,203.0
148,APPLING,201203,9143,GA,496.88512499999996,26500.0,1347.5,203.0
149,APPLING,201203,9193,GA,403.0147799999993,77060.0,1342.5,15.0
150,APPLING,201204,9143,GA,445.33637499999986,26600.0,1215.0,56.0
151,APPLING,201204,9193,GA,305.5605149999998,59530.0,967.5,958.0
152,APPLING,201205,9143,GA,422.2515,23900.0,1155.0,1083.0
153,APPLING,201205,9193,GA,340.68884999999955,66900.0,1230.0,1046.0
154,APPLING,201206,9143,GA,517.2804999999998,28800.0,1575.0,1046.0
155,APPLING,201206,9193,GA,334.1807999999997,65200.0,1180.0,520.0
156,APPLING,201207,9143,GA,410.37287499999996,24300.0,1507.5,3539.0
157,APPLING,201207,9193,GA,353.2508999999996,67600.0,1092.5,3170.0
158,APPLING,201208,9143,GA,430.09587499999986,25200.0,1492.5,3170.0
159,APPLING,201208,9193,GA,365.51024999999953,70200.0,1205.0,3243.0
160,APPLING,201209,9143,GA,278.8115000000001,18400.0,1107.5,3243.0
161,APPLING,201209,9193,GA,299.3702999999998,58100.0,1012.5,3243.0
162,APPLING,201210,9143,GA,344.25600000000014,20000.0,1737.5,3189.0
163,APPLING,201210,9193,GA,304.9702499999997,59300.0,1017.5,3288.0
164,APPLING,201211,9143,GA,311.98200000000014,18900.0,1197.5,3050.0
165,APPLING,201211,9193,GA,349.7698499999995,68400.0,1242.5,3050.0
166,APPLING,201212,9143,GA,364.65137500000003,23100.0,1640.0,3506.0
167,APPLING,201212,9193,GA,373.5317999999996,72300.0,1290.0,3155.0
168,ATKINSON,200601,9143,GA,7.395575,1400.0,42.5,3322.0
169,ATKINSON,200601,9193,GA,90.94621500000001,18430.0,310.0,3295.0
170,ATKINSON,200602,9143,GA,9.475598,1600.0,85.7,3324.0
171,ATKINSON,200602,9193,GA,73.5561,14900.0,225.0,3704.0
172,ATKINSON,200603,9143,GA,10.085424999999999,1600.0,72.5,3118.0
173,ATKINSON,200603,9193,GA,67.032915,14330.0,250.0,715.0
174,ATKINSON,200604,9143,GA,15.078572999999999,2400.0,110.69999999999999,173.0
175,ATKINSON,200604,9193,GA,51.76170000000002,10400.0,210.0,332.0
176,ATKINSON,200605,9143,GA,21.291274999999995,2700.0,152.5,319.0
177,ATKINSON,200605,9193,GA,84.89221500000001,17030.0,290.0,336.0
178,ATKINSON,200606,9143,GA,16.360925,1400.0,147.5,370.0
179,ATKINSON,200606,9193,GA,94.89645,19600.0,277.5,370.0
180,ATKINSON,200607,9143,GA,22.026448,2300.0,188.2,363.0
181,ATKINSON,200607,9193,GA,101.70720000000001,21100.0,320.0,379.0
182,ATKINSON,200608,9143,GA,25.805149,3100.0,212.85,409.0
183,ATKINSON,200608,9193,GA,123.335115,24930.0,390.0,409.0
184,ATKINSON,200609,9143,GA,6.755073999999999,1000.0,70.35,372.0
185,ATKINSON,200609,9193,GA,84.756,17400.0,257.5,417.0
186,ATKINSON,200610,9143,GA,14.917545999999996,2400.0,105.69999999999999,405.0
187,ATKINSON,200610,9193,GA,121.08,25000.0,332.5,497.0
188,ATKINSON,200611,9143,GA,20.906273,2600.0,155.35,422.0
189,ATKINSON,200611,9193,GA,100.04234999999998,20400.0,325.0,429.0
190,ATKINSON,200612,9143,GA,9.251723000000002,1600.0,68.2,752.0
191,ATKINSON,200612,9193,GA,112.45305000000003,22400.0,315.0,665.0
192,ATKINSON,200701,9143,GA,28.813295999999998,2800.0,220.7,665.0
193,ATKINSON,200701,9193,GA,119.71784999999997,24100.0,295.0,733.0
194,ATKINSON,200702,9143,GA,15.464624999999996,1900.0,110.0,682.0
195,ATKINSON,200702,9193,GA,101.40450000000004,20700.0,300.0,665.0
196,ATKINSON,200703,9143,GA,19.498874999999998,2400.0,147.5,665.0
197,ATKINSON,200703,9193,GA,113.51249999999997,23500.0,300.0,715.0
198,ATKINSON,200704,9143,GA,12.550999999999998,1600.0,110.0,677.0
199,ATKINSON,200704,9193,GA,120.02055000000001,24000.0,275.0,136.0
200,ATKINSON,200705,9143,GA,13.223374999999997,2000.0,85.0,124.0
201,ATKINSON,200705,9193,GA,101.10179999999998,20900.0,320.0,124.0
202,ATKINSON,200706,9143,GA,31.3775,3400.0,205.0,109.0
203,ATKINSON,200706,9193,GA,123.95564999999998,25300.0,290.0,129.0
204,ATKINSON,200707,9143,GA,18.826499999999996,2300.0,150.0,127.0
205,ATKINSON,200707,9193,GA,97.31805000000001,19800.0,305.0,124.0
206,ATKINSON,200708,9143,GA,25.550199999999997,3800.0,195.0,117.0
207,ATKINSON,200708,9193,GA,132.58259999999999,27200.0,325.0,119.0
208,ATKINSON,200709,9143,GA,22.188374999999997,2600.0,192.5,147.0
209,ATKINSON,200709,9193,GA,108.51794999999997,21400.0,285.0,177.0
210,ATKINSON,200710,9143,GA,25.101999999999993,2500.0,180.0,546.0
211,ATKINSON,200710,9193,GA,169.05794999999998,33000.0,430.0,592.0
212,ATKINSON,200711,9143,GA,23.309,2500.0,215.0,265.0
213,ATKINSON,200711,9193,GA,99.73965,20900.0,277.5,404.0
214,ATKINSON,200712,9143,GA,15.2405,2200.0,115.0,286.0
215,ATKINSON,200712,9193,GA,125.31779999999999,25300.0,292.5,365.0
216,ATKINSON,200801,9143,GA,21.516,3100.0,185.0,356.0
217,ATKINSON,200801,9193,GA,120.02055,24700.0,360.0,374.0
218,ATKINSON,200802,9143,GA,14.343999999999998,2100.0,125.0,448.0
219,ATKINSON,200802,9193,GA,127.43669999999997,25800.0,450.0,345.0
220,ATKINSON,200803,9143,GA,12.326875,1600.0,107.5,375.0
221,ATKINSON,200803,9193,GA,101.540715,21230.0,410.0,355.0
222,ATKINSON,200804,9143,GA,17.929999999999996,2800.0,135.0,415.0
223,ATKINSON,200804,9193,GA,162.24720000000002,33300.0,537.5,426.0
224,ATKINSON,200805,9143,GA,14.792249999999996,2200.0,115.0,207.0
225,ATKINSON,200805,9193,GA,127.73939999999997,26200.0,485.0,191.0
226,ATKINSON,200806,9143,GA,18.826499999999996,3000.0,125.0,172.0
227,ATKINSON,200806,9193,GA,138.30363000000006,28160.0,562.5,212.0
228,ATKINSON,200807,9143,GA,17.481749999999998,2800.0,105.0,292.0
229,ATKINSON,200807,9193,GA,135.3069,28100.0,580.0,209.0
230,ATKINSON,200808,9143,GA,16.809375,2600.0,130.0,235.0
231,ATKINSON,200808,9193,GA,136.51770000000002,27400.0,592.5,207.0
232,ATKINSON,200809,9143,GA,19.498874999999995,2800.0,145.0,248.0
233,ATKINSON,200809,9193,GA,142.70791499999999,29230.0,595.0,205.0
234,ATKINSON,200810,9143,GA,15.464624999999998,2300.0,117.5,244.0
235,ATKINSON,200810,9193,GA,164.06339999999994,33700.0,632.5,267.0
236,ATKINSON,200811,9143,GA,18.154124999999997,2800.0,120.0,267.0
237,ATKINSON,200811,9193,GA,138.18254999999996,28300.0,522.5,267.0
238,ATKINSON,200812,9143,GA,24.429625,3500.0,162.5,193.0
239,ATKINSON,200812,9193,GA,165.42555000000004,33900.0,682.5,304.0
240,ATKINSON,200901,9143,GA,16.137,2200.0,110.0,53.0
241,ATKINSON,200901,9193,GA,146.96085,30100.0,572.5,42.0
242,ATKINSON,200902,9143,GA,21.96425,3000.0,160.0,828.0
243,ATKINSON,200902,9193,GA,160.58234999999996,32800.0,597.5,993.0
244,ATKINSON,200903,9143,GA,15.688749999999999,2300.0,100.0,976.0
245,ATKINSON,200903,9193,GA,167.54444999999996,33700.0,632.5,998.0
246,ATKINSON,200904,9143,GA,31.3775,4500.0,220.0,953.0
247,ATKINSON,200904,9193,GA,157.10129999999998,31700.0,600.0,849.0
248,ATKINSON,200905,9193,GA,27.999750000000006,5000.0,92.5,1037.0
249,ATKINSON,200906,9193,GA,21.94575,4000.0,62.5,1058.0
250,ATKINSON,200907,9143,GA,21.067749999999997,3200.0,140.0,958.0
251,ATKINSON,200907,9193,GA,156.34455000000005,31700.0,650.0,1049.0
252,ATKINSON,200908,9143,GA,23.533125000000005,3800.0,162.5,919.0
253,ATKINSON,200908,9193,GA,154.98239999999998,30600.0,615.0,1118.0
254,ATKINSON,200909,9143,GA,20.395374999999998,3000.0,142.5,479.0
255,ATKINSON,200909,9193,GA,166.63635000000002,33300.0,680.0,479.0
256,ATKINSON,200910,9143,GA,29.808625000000003,4400.0,237.5,656.0
257,ATKINSON,200910,9193,GA,158.6148,32300.0,692.5,627.0
258,ATKINSON,200911,9143,GA,21.515999999999995,3100.0,160.0,704.0
259,ATKINSON,200911,9193,GA,159.97695000000002,31700.0,705.0,702.0
260,ATKINSON,200912,9143,GA,26.895,3700.0,185.0,824.0
261,ATKINSON,200912,9193,GA,184.3443,36900.0,740.0,706.0
262,ATKINSON,201001,9143,GA,21.515999999999995,3300.0,180.0,706.0
263,ATKINSON,201001,9193,GA,159.67424999999994,32000.0,672.5,706.0
264,ATKINSON,201002,9143,GA,17.033499999999997,2400.0,165.0,716.0
265,ATKINSON,201002,9193,GA,168.90660000000003,33400.0,710.0,720.0
266,ATKINSON,201003,9143,GA,28.91212500000001,3900.0,235.0,777.0
267,ATKINSON,201003,9193,GA,192.3658499999999,38600.0,790.0,872.0
268,ATKINSON,201004,9143,GA,40.163200000000025,6200.0,305.0,914.0
269,ATKINSON,201004,9193,GA,306.9377999999996,62600.0,1337.5,888.0
270,ATKINSON,201005,9143,GA,43.39060000000003,6800.0,295.0,934.0
271,ATKINSON,201005,9193,GA,331.4564999999995,65700.0,1350.0,743.0
272,ATKINSON,201006,9143,GA,62.57569999999998,10200.0,335.0,1022.0
273,ATKINSON,201006,9193,GA,345.07799999999935,68600.0,1532.5,1033.0
274,ATKINSON,201007,9143,GA,22.188374999999997,3300.0,170.0,1032.0
275,ATKINSON,201007,9193,GA,176.17139999999998,34600.0,765.0,873.0
276,ATKINSON,201008,9143,GA,34.291125,5400.0,202.5,1056.0
277,ATKINSON,201008,9193,GA,161.03640000000004,32000.0,687.5,1058.0
278,ATKINSON,201009,9143,GA,22.86075,3600.0,155.0,998.0
279,ATKINSON,201009,9193,GA,175.59627,34980.0,762.5,1048.0
280,ATKINSON,201010,9143,GA,32.90155,5300.0,192.5,999.0
281,ATKINSON,201010,9193,GA,166.485,32300.0,647.5,999.0
282,ATKINSON,201011,9143,GA,20.171249999999993,3000.0,170.0,1037.0
283,ATKINSON,201011,9193,GA,166.78769999999997,33200.0,737.5,1037.0
284,ATKINSON,201012,9143,GA,33.17049999999999,4700.0,205.0,1125.0
285,ATKINSON,201012,9193,GA,186.7659,37700.0,790.0,978.0
286,ATKINSON,201101,9143,GA,32.00505,4800.0,165.0,875.0
287,ATKINSON,201101,9193,GA,188.43075,37700.0,830.0,217.0
288,ATKINSON,201102,9143,GA,25.774374999999996,3800.0,147.5,220.0
289,ATKINSON,201102,9193,GA,177.53354999999996,35800.0,747.5,194.0
290,ATKINSON,201103,9143,GA,23.084875,3500.0,107.5,235.0
291,ATKINSON,201103,9193,GA,197.51174999999992,40000.0,790.0,320.0
292,ATKINSON,201104,9143,GA,28.015624999999996,4200.0,160.0,320.0
293,ATKINSON,201104,9193,GA,182.67945,36700.0,707.5,325.0
294,ATKINSON,201105,9143,GA,31.332675000000002,5300.0,180.0,325.0
295,ATKINSON,201105,9193,GA,192.8198999999999,39200.0,760.0,340.0
296,ATKINSON,201106,9143,GA,25.326124999999998,3900.0,162.5,380.0
297,ATKINSON,201106,9193,GA,212.04134999999997,42200.0,835.0,411.0
298,ATKINSON,201107,9143,GA,20.17125,3200.0,115.0,341.0
299,ATKINSON,201107,9193,GA,169.05794999999998,34400.0,610.0,390.0
300,ATKINSON,201108,9143,GA,34.291124999999994,5000.0,187.5,383.0
301,ATKINSON,201108,9193,GA,211.58729999999994,42000.0,832.5,482.0
302,ATKINSON,201109,9143,GA,25.9985,3900.0,137.5,472.0
303,ATKINSON,201109,9193,GA,196.89121499999996,39630.0,755.0,457.0
304,ATKINSON,201110,9143,GA,23.084874999999997,3700.0,137.5,3030.0
305,ATKINSON,201110,9193,GA,212.19269999999995,41600.0,787.5,3170.0
306,ATKINSON,201111,9143,GA,27.7915,4100.0,192.5,220.0
307,ATKINSON,201111,9193,GA,212.94944999999993,42000.0,780.0,257.0
308,ATKINSON,201112,9143,GA,32.498125,4300.0,120.0,439.0
309,ATKINSON,201112,9193,GA,222.77206499999988,44330.0,827.5,427.0
310,ATKINSON,201201,9143,GA,28.23975,4000.0,180.0,286.0
311,ATKINSON,201201,9193,GA,192.653415,39230.0,690.0,351.0
312,ATKINSON,201202,9143,GA,32.274,4600.0,212.5,381.0
313,ATKINSON,201202,9193,GA,225.5115,44900.0,785.0,381.0
314,ATKINSON,201203,9143,GA,31.601624999999995,4800.0,187.5,374.0
315,ATKINSON,201203,9193,GA,208.86299999999997,42300.0,700.0,380.0
316,ATKINSON,201204,9143,GA,19.947125000000003,3100.0,125.0,380.0
317,ATKINSON,201204,9193,GA,197.36039999999997,39200.0,700.0,448.0
318,ATKINSON,201205,9143,GA,25.326124999999998,3400.0,170.0,374.0
319,ATKINSON,201205,9193,GA,220.97099999999986,44200.0,775.0,345.0
320,ATKINSON,201206,9143,GA,39.221875000000004,5400.0,265.0,378.0
321,ATKINSON,201206,9193,GA,213.67592999999994,43260.0,735.0,355.0
322,ATKINSON,201207,9143,GA,14.792249999999996,2000.0,120.0,234.0
323,ATKINSON,201207,9193,GA,192.21449999999993,37400.0,727.5,118.0
324,ATKINSON,201208,9143,GA,38.32537500000001,5500.0,262.5,272.0
325,ATKINSON,201208,9193,GA,217.64129999999992,43300.0,955.0,283.0
326,ATKINSON,201209,9143,GA,27.791499999999996,3800.0,135.0,284.0
327,ATKINSON,201209,9193,GA,189.79289999999995,37200.0,892.5,308.0
328,ATKINSON,201210,9143,GA,31.153375,4500.0,170.0,66.0
329,ATKINSON,201210,9193,GA,209.9224499999999,42000.0,980.0,105.0
330,ATKINSON,201211,9143,GA,32.498125,4000.0,192.5,105.0
331,ATKINSON,201211,9193,GA,203.11169999999996,40200.0,897.5,83.0
332,ATKINSON,201212,9143,GA,21.516,2800.0,152.5,8.0
333,ATKINSON,201212,9193,GA,192.97124999999994,38100.0,812.5,124.0
334,BACON,200601,9143,GA,63.42557500000001,7200.0,297.5,124.0
335,BACON,200601,9193,GA,197.49661500000002,36630.0,565.0,126.0
336,BACON,200602,9143,GA,87.694273,8000.0,420.35,125.0
337,BACON,200602,9193,GA,229.74929999999992,44700.0,522.5,133.0
338,BACON,200603,9143,GA,112.12419799999999,7300.0,565.35,208.0
339,BACON,200603,9193,GA,211.28459999999995,39900.0,510.0,189.0
340,BACON,200604,9143,GA,73.06395,8000.0,290.0,72.0
341,BACON,200604,9193,GA,157.25185,29400.0,425.0,49.0
342,BACON,200605,9143,GA,76.457599,4200.0,442.85,73.0
343,BACON,200605,9193,GA,383.88413999999995,69420.0,347.5,1258.0
344,BACON,200606,9143,GA,84.587897,7900.0,575.7,173.0
345,BACON,200606,9193,GA,111.22711499999998,22630.0,467.5,267.0
346,BACON,200607,9143,GA,88.36699799999998,8600.0,378.2,295.0
347,BACON,200607,9193,GA,105.61202999999999,20940.0,427.5,363.0
348,BACON,200608,9143,GA,56.958473999999995,6300.0,317.85,363.0
349,BACON,200608,9193,GA,204.9279,38700.0,545.0,348.0
350,BACON,200609,9143,GA,103.769125,8600.0,445.0,364.0
351,BACON,200609,9193,GA,225.2088,41800.0,537.5,481.0
352,BACON,200610,9143,GA,133.101548,10500.0,752.85,473.0
353,BACON,200610,9193,GA,624.5911800000001,111260.0,752.5,559.0
354,BACON,200611,9143,GA,156.45627300000007,11700.0,808.2,484.0
355,BACON,200611,9193,GA,128.79885,26100.0,460.0,483.0
356,BACON,200612,9143,GA,204.87992400000002,14900.0,647.85,568.0
357,BACON,200612,9193,GA,145.41707999999994,30060.0,480.0,665.0
358,BACON,200701,9143,GA,191.0161480000001,11900.0,693.2,608.0
359,BACON,200701,9193,GA,309.5107499999999,58100.0,725.0,608.0
360,BACON,200702,9143,GA,199.59559600000009,13900.0,721.4000000000001,607.0
361,BACON,200702,9193,GA,329.9429999999998,61500.0,637.5,607.0
362,BACON,200703,9143,GA,165.27244700000008,12700.0,608.5500000000001,733.0
363,BACON,200703,9193,GA,369.89939999999956,69100.0,885.0,682.0
364,BACON,200704,9143,GA,213.65247300000024,16200.0,888.2,853.0
365,BACON,200704,9193,GA,303.5778299999998,56740.0,840.0,717.0
366,BACON,200705,9143,GA,216.5653980000001,15800.0,845.7,666.0
367,BACON,200705,9193,GA,978.7804500000015,176000.0,1037.5,748.0
